range_names,meanMAT,meanMAP,meanAVP,meanbatpres,meanbirdrich,meanmarspres,medianlong
Corymbia bella,26.992533936651615,1154.69185520362,8.112195131255358,0.9902439024390244,21.42439024390244,0.7804878048780488,131.8528
Corymbia blakei,22.994444444444476,387.1203703703704,8.561728336192944,0.42592592592592593,20.685185185185187,0.3148148148148148,143.7634147
Corymbia bleeseri,26.880921052631614,1320.1763157894738,6.489361661545773,0.9861111111111112,21.464788732394368,1,131.8427528
Corymbia bloxsomei,19.6466666666667,682.2833333333334,15.622222296396892,1,33.233333333333334,1,150.875
Corymbia brachycarpa,22.22500000000003,588.2583333333333,6.905555574099223,1,23.466666666666665,1,145.73420065
Corymbia bunites,20.483333333333366,709.3125,19.902777671813965,1,32.5,1,149.12709999999998
Corymbia cadophora,27.311538461538493,902.1247863247863,9.034267964764176,0.9906542056074766,20.57547169811321,0.6822429906542056,125.0833
Corymbia calophylla,16.210294117647095,809.8378676470588,8.396530349901617,0,17.763157894736842,1,116.2506497
Corymbia candida,25.539947089947123,344.87142857142857,8.968085108919347,0.455026455026455,15.682539682539682,0,120.2513555
Corymbia chartacea,27.10250000000003,1506.8975,8.083333320087856,1,23.54054054054054,1,132.90059475
Corymbia chippendalei,23.858264462809952,328.6181818181818,9.834733838794612,0.04132231404958678,16.99173553719008,0,127.9325
Corymbia citriodora,20.132432432432466,927.231981981982,22.70283009870997,1,34.064516129032256,1,150.515
Corymbia clandestina,21.921428571428596,621.3857142857144,13.952380793435234,1,26.714285714285715,1,147.3597343
Corymbia clarksoniana,22.411869158878538,1032.7441121495328,16.139676091159405,0.9919839679358717,31.871743486973948,0.9719438877755511,146.2591822
Corymbia clavigera,27.126470588235332,1326.0058823529412,13.208333253860474,0.625,16.5,1,125.5333333
Corymbia cliftoniana,27.444230769230803,840.8807692307693,15.294117516162348,1,21.134615384615383,0.5576923076923077,128.7693732
Corymbia collina,26.358333333333366,881.6270833333334,11.361111104488373,1,19.1875,0.6458333333333334,126.50110000000001
Corymbia confertiflora,26.18517241379314,982.3189655172414,9.355633776792338,0.9964788732394366,23.573943661971832,0.8098591549295775,135.59968255
Corymbia dallachiana,23.653608247422714,945.9340206185567,13.71006939187646,1,29.433862433862434,0.9682539682539683,144.9726389
Corymbia dendromerinx,27.53076923076927,816.323076923077,6.869565217391305,0.9565217391304348,21.454545454545453,0.43478260869565216,123.97565845
Corymbia deserticola,24.754411764705917,373.1558823529412,9.982843101024628,0.5147058823529411,16.66176470588235,0,121.363888
Corymbia dichromophloia,26.710000000000033,937.2253164556962,8.73282440624771,1,20.620253164556964,0.7291139240506329,131.7333
Corymbia disjuncta,26.8556910569106,1443.6975609756098,7.216666656732559,0.9915966386554622,23.30252100840336,0.8907563025210085,132.1833
Corymbia dunlopiana,27.06643835616442,1440.4794520547946,9.768518540594313,0.9861111111111112,22.944444444444443,1,131.3345355
Corymbia ellipsoidea,22.150000000000034,986.4886363636364,13.553030404177578,1,32.34090909090909,1,145
Corymbia eremaea,21.19045454545458,311.56636363636363,16.1075757893649,0,17.086363636363636,0,131.797778
Corymbia erythrophloia,22.392641509433997,810.5184905660378,18.980915995954557,1,30.20152091254753,0.9885931558935361,146.53
Corymbia eximia,16.079824561403537,965.2666666666667,18.93452364206314,1,37.12280701754386,1,150.7166667
Corymbia ferriticola,24.156818181818217,322.51022727272726,11.20075759562579,0.36363636363636365,15.886363636363637,0,119.01626665
Corymbia ferruginea,26.763553113553147,1006.9553113553114,6.568326937284506,0.9961977186311787,20.226923076923075,0.870722433460076,132.2676824
Corymbia ficifolia,15.02647058823532,1020.1411764705883,14.94444457689921,0,15.823529411764707,1,116.9166667
Corymbia flavescens,26.901515151515188,591.0565656565657,7.299492386391925,0.9795918367346939,18.26530612244898,0.15306122448979592,127.71860000000001
Corymbia foelscheana,27.01848484848488,1390.8818181818183,7.699186980724335,1,22.32716049382716,1,132.00121
Corymbia gilbertensis,24.963513513513544,738.7648648648649,9.711711709563797,1,22.89189189189189,0.7027027027027027,143.4244866
Corymbia grandifolia,27.06392405063295,1031.1367088607597,7.540579693213753,1,21.555066079295155,0.7903930131004366,131.3244
Corymbia greeniana,27.114984227129373,963.7567823343849,7.900000012318293,0.9966777408637874,20.82059800664452,0.6810631229235881,126.5667
Corymbia gummifera,17.27592592592596,1145.3507936507938,20.406551011035898,1,36.27167630057804,1,151.37
Corymbia haematoxylon,16.900000000000038,816.4035714285715,5.61728392706977,0,15.785714285714286,1,115.64165
Corymbia hamersleyana,25.670618556701065,352.4690721649485,10.91052629320245,0.9157894736842105,14.910526315789474,0,117.70416665
Corymbia hendersonii,19.781818181818213,705.5931818181818,22.075757785276934,1,31.59090909090909,1,148.93916785
Corymbia henryi,19.133050847457664,1103.1949152542372,28.925287164490797,1,38.824561403508774,1,152.9333
Corymbia hylandii,24.27727272727276,1118.6545454545455,12.653333282470703,1,32.093333333333334,1,144.75
Corymbia intermedia,20.322023809523845,1370.9169642857144,23.263459362934544,0.993103448275862,36.09756097560975,1,151.79835
Corymbia jacobsiana,26.482812500000033,1372.9437500000001,7.328124947845936,1,21.80952380952381,1,132.8672452
Corymbia karelgica,27.023333333333365,957.5266666666668,9.977777830759685,1,19.866666666666667,0.8666666666666667,127.27
Corymbia kombolgiensis,26.6672043010753,1354.6655913978495,9.445692895503527,1,21.247191011235955,1,133
Corymbia lamprophylla,22.201851851851885,710.2833333333334,10.623456765104223,1,26.11111111111111,1,146.10152775
Corymbia latifolia,26.71767241379314,1317.8676724137931,7.243362812869317,1,21.444444444444443,0.995575221238938,131.6192742
Corymbia leichhardtii,21.783333333333367,863.7780141843972,13.212765965901369,1,30.24822695035461,1,145.5091936
Corymbia lenziana,23.078048780487837,255.89024390243904,7.829268298498014,0.15853658536585366,15.707317073170731,0,118.10291000000001
Corymbia leptoloma,19.766666666666698,1429.1000000000001,12.111111005147299,1,39,1,146.07920000000001
Corymbia ligans,22.797058823529447,804.0764705882353,13.686274584601907,1,27.058823529411764,1,144.4661
Corymbia maculata,16.702000000000034,996.9866666666667,20.521126747131348,1,35.46478873239437,1,151.05
Corymbia nesophila,25.805621301775183,1585.5094674556215,10.049462327649517,0.9803921568627451,27.29801324503311,0.8235294117647058,142.65
Corymbia novoguinensis,26.087735849056635,1822.9924528301888,8.000000043919211,0.9767441860465116,25.80952380952381,0.13953488372093023,142.4167
Corymbia oocarpa,26.850000000000037,1398.1594594594596,9.495495506235072,1,23.054054054054053,1,132.7769
Corymbia opaca,24.7353801169591,418.546783625731,10.10459432294292,0.3941176470588235,17.67058823529412,0.06764705882352941,128.93458335
Corymbia pachycarpa,26.54772727272731,649.6522727272728,6.39393934878436,1,17.59090909090909,0,129.5332303
Corymbia papillosa,26.679411764705918,1411.3921568627452,7.704545465382663,0.9782608695652174,21.23913043478261,1,134.3764581
Corymbia papuana,26.10675675675679,1581.3918918918919,5.427083313465118,1,28.806451612903224,0.6451612903225806,142.6508685
Corymbia paractia,26.87500000000003,755.9250000000001,3.25,1,20.6,0,122.25
Corymbia pauciseta,26.61500000000003,1385.115,6.357142806053162,1,21.416666666666668,1,136.37513
Corymbia peltata,22.257608695652205,830.6423913043478,16.79853478892819,1,27.66304347826087,1,145.2916667
Corymbia petalophylla,20.27000000000003,703.1200000000001,24.433333587646484,1,32.4,1,151.1726482
Corymbia plena,22.542000000000034,561.722,7.426666688919068,1,23.1,1,145.7862626
Corymbia pocillum,25.69328358208958,801.8417910447762,7.616915457284272,1,23.029850746268657,0.5671641791044776,142.8624419
Corymbia polycarpa,26.608581235697976,1101.7759725400458,7.44135020775131,0.9875311720698254,21.57682619647355,0.8029925187032418,132.8469865
Corymbia polysciada,27.105844155844192,1483.1402597402598,6.885780896340217,1,22.641379310344828,1,131.59320000000002
Corymbia porrecta,27.27771084337353,1625.453012048193,6.303418825834226,1,22.866666666666667,1,132.3345289
Corymbia ptychocarpa,26.859142857142892,1242.6988571428572,9.606589160686315,1,21.76923076923077,0.9647058823529412,132.3678737
Corymbia rhodops,20.116666666666703,1307.15,17.44444449742635,1,37.666666666666664,1,145.23345555
Corymbia scabrida,21.12272727272731,628,15.6363637230613,1,30,1,147.55
Corymbia serendipita,23.384615384615415,680.5846153846154,12.358974365087656,0.7692307692307693,21.5,0.7307692307692307,143.6682
Corymbia setosa,24.894910179640753,695.4209580838324,7.849397567381342,0.9879518072289156,22.55421686746988,0.6385542168674698,143.1583
Corymbia sp. Pentland Hills (P.I.Forster+ PIF16644),20.950000000000045,758.2,20.66666603088379,1,23,1,145.5241901
Corymbia sp. Prince Regent River (R.L.Barrett & M.D.Barrett RLB 3750),25.75000000000004,1298.3333333333335,7.666666507720947,1,21,1,125.23925
Corymbia sp. Springsure (M.I.Brooker 9786),21.150000000000034,721.6,19.66666603088379,1,30,1,148.2091744
Corymbia sphaerica,25.350000000000037,421.3,9.666666689373198,0.3333333333333333,16.738095238095237,0,133.57695
Corymbia stockeri,24.499629629629666,1323.6200000000001,11.506561692305437,0.9921875,31.165354330708663,0.8828125,144.0591926
Corymbia terminalis,24.41526162790701,514.0588662790698,10.586724803891293,0.5944767441860465,19.738372093023255,0.3633720930232558,135.517376
Corymbia tessellaris,22.73947368421056,1161.643062200957,17.276867028794,0.9837837837837838,31.92349726775956,0.9351351351351351,145.9175539
Corymbia torelliana,22.313636363636395,1943.3363636363638,18.348485014655374,1,39,1,145.5833
Corymbia torta,26.301282051282087,1197.5410256410257,11.166666620307499,0.972972972972973,20.37837837837838,0.9459459459459459,126.20125350000001
Corymbia trachyphloia,19.979674796748004,813.3260162601626,18.623066090330294,1,32.89539748953975,1,149.4171065
Corymbia umbonata,26.475000000000033,1036.7196428571428,4.505952396563122,1,20.321428571428573,0.9107142857142857,132.93476535000002
Corymbia watsoniana,20.350000000000033,715.951724137931,20.490421503439716,1,32.804597701149426,1,149.83
Corymbia xanthope,22.32333333333337,874.6066666666667,15.90476199558803,1,32,1,150.23
Corymbia zygophylla,27.119600000000034,531.7064,6.4600551049571395,0.9338842975206612,17.725,0.03305785123966942,122.55
Eucalyptus abdita,18.850000000000037,514.7888888888889,4.041666656732559,0,22,1,115.6
Eucalyptus absita,18.361111111111143,530.4444444444445,3.9629629717932806,0,20.77777777777778,1,115.6
Eucalyptus acaciiformis,12.690000000000033,1006.6636363636364,27.993939417058773,1,38.472727272727276,1,152.0777778
Eucalyptus accedens,17.658910891089146,530.1188118811881,5.442244203964083,0,21.14851485148515,1,116.2656422
Eucalyptus acies,15.375000000000043,654.2666666666667,17.212121313268486,0,18.25,1,118.39642835
Eucalyptus acmenoides,19.733526011560727,1180.241907514451,22.891566316765473,0.9970059880239521,36.221556886227546,1,151.175
Eucalyptus acroleuca,26.388461538461573,1045.1769230769232,9.820512936665462,1,29.923076923076923,1,144.2116667
Eucalyptus adesmophloia,15.241954022988539,561.9356321839081,9.859437778771643,0,18.154761904761905,1,118.2563889
Eucalyptus aequioperta,17.950000000000035,319.70303030303035,4.575757554083159,0,21.09090909090909,1,118.8238889
Eucalyptus agglomerata,14.430272108843575,916.612925170068,19.31690143531477,1,35.22377622377623,1,150.0833
Eucalyptus aggregata,12.147101449275393,774.0014492753623,15.241545925969662,1,34.405797101449274,1,149.6667
Eucalyptus alatissima,19.671428571428603,255.85714285714286,10.761904784611293,0,14.571428571428571,0,128.50947265000002
Eucalyptus alba,27.031981981982018,1428.30990990991,6.956386296548576,0.990909090909091,22.394495412844037,0.990909090909091,132.4
Eucalyptus albens,15.327987421383682,665.224213836478,22.28025479073737,0.9371069182389937,35.361635220125784,0.9968553459119497,148.88331664999998
Eucalyptus albida,16.55277777777781,398.2842592592593,4.876543217235142,0,21.76851851851852,1,118.0467
Eucalyptus albopurpurea,15.465277777777812,566.1333333333333,13.994252879044105,0.03333333333333333,22.616666666666667,1,136.67556555
Eucalyptus alipes,16.499295774647923,350.27464788732397,4.574879224749579,0,21.549295774647888,1,119.3667
Eucalyptus alligatrix,12.908823529411801,960.3058823529412,22.862744836246264,1,36.1764705882353,1,146.117645
Eucalyptus ammophila,21.86785714285718,575.5892857142858,5.65476188489369,1,24,1,146.04669955
Eucalyptus amplifolia,15.283152173913077,906.8108695652174,21.520146603112693,1,36.96153846153846,1,150.89
Eucalyptus amygdalina,11.268137254901996,858.5534313725491,19.5654450336676,0.005405405405405406,13.21081081081081,1,147.28307949999999
Eucalyptus ancophila,17.82500000000004,1282.3,26.208333492279053,1,36,1,152.815
Eucalyptus andrewsii,15.577173913043515,898.9663043478262,28.60869572473609,1,38.68478260869565,1,151.68331665
Eucalyptus angophoroides,13.821186440677998,832.977966101695,17.12643682545629,1,29.576271186440678,1,148.72
Eucalyptus angularis,19.10000000000005,574.05,5.5000001192092896,0,21,1,115.25
Eucalyptus angulosa,15.751183431952699,543.0674556213017,13.47652583390894,0.08029197080291971,21.065693430656935,1,122.5
Eucalyptus angustissima,16.388461538461573,431.35769230769233,6.304347805354906,0,20.12,1,121.5339319
Eucalyptus annettae,16.10000000000005,501.70000000000005,7.5,0,20,1,123.7
Eucalyptus annulata,15.593939393939426,404.99848484848485,7.552083346992731,0,20.16923076923077,1,118.90018735000001
Eucalyptus annuliformis,18.150000000000016,568.5666666666667,4.444444417953491,0,21,1,115.7
Eucalyptus apiculata,13.616666666666697,911.585,18.983050750473797,1,38.61666666666667,1,150.325
Eucalyptus apodophylla,26.642307692307725,1181.1626373626375,7.5787545298482035,1,20.912087912087912,0.967032967032967,127.2833
Eucalyptus apothalassica,19.155769230769263,691.2173076923077,19.878205079298752,1,34.01923076923077,1,151.0382131
Eucalyptus approximans,13.80833333333337,1346.5,39.50000015894572,1,39.083333333333336,1,152.70835
Eucalyptus aquilina,16.366666666666713,691.1333333333334,10.55555534362793,0,20,1,122.1
Eucalyptus arachnaea,18.744017094017128,403.9623931623932,5.060344821420209,0,21.844827586206897,0.9482758620689655,115.8330556
Eucalyptus arborella,16.08636363636367,452.83636363636367,7.518518500857883,0,19.7,1,119.5
Eucalyptus arcana,13.883333333333383,864.4000000000001,19.66666603088379,1,26,1,140.55
Eucalyptus archeri,7.176315789473716,1252.578947368421,30.192982523064863,0,13.447368421052632,1,146.802607
Eucalyptus arenacea,14.67434782608699,506.0739130434783,20.01754385128356,0.5739130434782609,33.14782608695652,1,140.850278
Eucalyptus arenicola,14.105000000000029,639.82,16.129629611968994,1,27.22222222222222,1,147.15
Eucalyptus argillacea,27.32647058823532,833.3588235294118,8.7843137067907,1,19.11764705882353,0.35294117647058826,126
Eucalyptus argophloia,19.6366666666667,654.9200000000001,19.88888874053955,1,33.53333333333333,1,150.8047597
Eucalyptus argutifolia,18.470000000000034,713.35,8.416666567325592,0,21,1,115.65
Eucalyptus aridimontana,22.85000000000004,443.8684210526316,30.859649005689118,1,15.578947368421053,0,117.7806
Eucalyptus armillata,18.422727272727307,354.37454545454545,4.836363649368286,0,21.654545454545456,0.9636363636363636,116.9227778
Eucalyptus aromaphloia,12.475490196078464,697.9960784313726,17.414965960444235,1,32.431372549019606,1,143.4
Eucalyptus articulata,18.55000000000001,291.6,6.666666507720947,0,16,0,123.3
Eucalyptus aspersa,15.855357142857175,629.7982142857144,6.238095232418606,0,19.375,1,116.58034665
Eucalyptus aspratilis,17.06944444444448,349.2666666666667,6.4074074029922485,0,21.055555555555557,1,120.62423820000001
Eucalyptus assimilans,16.99000000000003,335.76000000000005,11.433333253860473,0,16.6,1,123.2178155
Eucalyptus astringens,15.707894736842139,438.2666666666667,7.159292031178432,0,20.05263157894737,1,118.03335
Eucalyptus atrata,20.633870967741966,1278.125806451613,19.548387250592633,1,38.03225806451613,1,145.2842431
Eucalyptus aurifodina,12.816666666666707,618.9333333333334,15.88888888888889,1,35.22222222222222,1,143.7333
Eucalyptus austrina,16.085135135135168,417.02432432432437,6.861111130979326,0,20.89189189189189,1,119.985556
Eucalyptus badjensis,10.968181818181852,860.8636363636364,21.636363636363637,1,31.181818181818183,1,149.5009921
Eucalyptus baeuerlenii,12.356250000000038,922.2875,24.31250023841858,1,32.625,1,149.9
Eucalyptus baileyana,19.491509433962296,923.4056603773586,26.27044026356823,1,35.943396226415096,1,152.2924695
Eucalyptus baiophylla,23.623076923076958,238.8423076923077,8.530302979729392,1,14,0,113.85
Eucalyptus bakeri,19.497727272727307,659.7125000000001,19.15909092534672,1,31.75,1,150.51748715
Eucalyptus balladoniensis,17.12857142857147,335.7035714285714,11.309523940086365,0,17.392857142857142,1,123.56680555
Eucalyptus bancroftii,19.565517241379347,1271.5724137931036,19.0000000520186,1,37.509433962264154,1,152.9667
Eucalyptus banksii,14.057547169811356,881.9981132075472,33.17610051496973,1,39.943396226415096,1,151.7225
Eucalyptus barberi,11.444736842105298,720.9105263157895,18.703703721364338,0,13.736842105263158,1,148.001013
Eucalyptus baudiniana,20.05555555555559,341.84444444444443,5.314814819229974,0,22.058823529411764,0.8823529411764706,115.09819445
Eucalyptus baueriana,14.842753623188441,784.2797101449275,17.196078482796164,1,32.015151515151516,1,149.7
Eucalyptus baxteri,13.934280936454883,730.1040133779264,18.477192979109915,0.851063829787234,30.131205673758867,1,141.25
Eucalyptus beaniana,20.294444444444466,690.8777777777779,18.370370441012913,1,32.77777777777778,1,150.25
Eucalyptus beardiana,21.340476190476224,286.24285714285713,3.450000011920929,0.35,19.1,0.35,114.6
Eucalyptus behriana,15.287857142857176,441.37428571428575,17.818840572799463,0.6,33.73571428571429,0.9357142857142857,142.48335
Eucalyptus bensonii,13.503846153846185,837.0307692307692,24.8717952141395,1,39.53846153846154,1,150.4208333
Eucalyptus benthamii,15.905555555555585,857.3555555555556,17.925925890604656,1,39,1,150.63
Eucalyptus beyeriana,16.170370370370406,805.5185185185186,16.144654148029833,1,37.925925925925924,1,150.3094962
Eucalyptus bigalerita,26.994785276073653,1165.1723926380369,7.68124999254942,1,21.175,0.98125,131.6667
Eucalyptus blakelyi,14.711299435028284,716.9790960451978,19.01789079412902,1,36.23163841807909,1,149.15
Eucalyptus blaxellii,19.710000000000036,427.8,5.592592557271321,0,21.333333333333332,1,114.6
Eucalyptus blaxlandii,13.079230769230804,896.1861538461538,21.184615384615384,1,37.38461538461539,1,150.17
Eucalyptus boliviana,13.050000000000011,919.2,34,1,39,1,151.9194444
Eucalyptus bosistoana,14.680985915492995,850.6563380281691,16.156249910593033,1,32.91044776119403,1,150
Eucalyptus botryoides,15.988461538461571,1011.9833333333333,17.01058200049022,1,32.55,1,150.22500000000002
Eucalyptus brachyandra,27.109259259259293,1191.4716049382716,11.931623966265947,1,20.805194805194805,0.935064935064935,128.75
Eucalyptus brachycalyx,16.687500000000036,339.61850000000004,16.43016281225994,0.05912596401028278,24.15721649484536,0.8354755784061697,135.917639
Eucalyptus brandiana,16.416666666666703,496.4666666666667,6.666666746139526,0,20.333333333333332,1,119.6
Eucalyptus brassiana,25.356086956521775,1480.784347826087,11.006230499142799,0.9814814814814815,30.037383177570092,0.8333333333333334,143.55
Eucalyptus brevifolia,27.139705882352978,733.2666666666667,9.109477108600093,0.9950980392156863,19.426470588235293,0.39705882352941174,129.05958950000002
Eucalyptus brevipes,18.650000000000034,307.75,4.291666656732559,0,21.75,1,118.5
Eucalyptus brevistylis,15.130000000000035,1060.01,12.03333330154419,0,15.6,1,116.9
Eucalyptus bridgesiana,13.460108303249134,768.2382671480145,20.442424177689986,1,36.08664259927798,1,149.43
Eucalyptus brockwayi,17.20714285714289,343.75714285714287,7.527777791023254,0,19.785714285714285,1,121.7
Eucalyptus brookeriana,11.344382022471947,1015.4629213483147,19.360465105189835,0.26436781609195403,17.1046511627907,1,145.6653
Eucalyptus broviniensis,19.400000000000034,769.35,24.333333015441895,1,34,1,151.27611875
Eucalyptus brownii,22.725000000000033,685.266129032258,13.15591396247187,1,27.169354838709676,0.9838709677419355,145.93102635
Eucalyptus bunyip,13.216666666666717,1085.4333333333334,17.333333651224773,1,30.333333333333332,1,145.6408
Eucalyptus buprestium,15.14782608695656,538.6869565217391,9.711111132303873,0,18.244444444444444,1,118.39352865000001
Eucalyptus burdettiana,16.200000000000045,464.70000000000005,6.5,0,21,1,120
Eucalyptus burgessiana,15.175000000000034,1113.8166666666666,18.788461520121647,1,36.12244897959184,1,150.56835
Eucalyptus burracoppinensis,17.60116279069771,343.0069767441861,3.934108534524607,0,20.96511627906977,0.9883720930232558,118.4666667
Eucalyptus cadens,13.825000000000031,834.7,16.50000023841858,1,36.125,1,146.60388885
Eucalyptus caesia,17.59074074074077,388.41851851851857,4.913580241026701,0,21.22222222222222,1,118.5
Eucalyptus cajuputea,16.248630136986336,342.6,20.2511415742848,0,26.301369863013697,0.4657534246575342,138.37
Eucalyptus calcareana,16.960288065843656,325.74732510288067,13.947517713587334,0,20.142241379310345,0.9439655172413793,134.7230526
Eucalyptus calcicola,15.9966666666667,829.1066666666667,16.900000047683715,0,16.636363636363637,1,118.6
Eucalyptus caleyi,16.078571428571465,735.3582417582418,25.189393975517966,1,38.75824175824176,1,151.230613
Eucalyptus calidissima,16.850000000000023,920.8000000000001,18.66666603088379,1,39,1,151.2603
Eucalyptus caliginosa,13.730869565217427,881.333043478261,27.406432712287234,1,39.48695652173913,1,151.8833
Eucalyptus calycogona,16.24762845849806,368.8699604743083,12.858283429326649,0.10297029702970296,25.38095238095238,0.9564356435643564,135.74055859999999
Eucalyptus calyerup,15.075000000000031,411.625,5.833333373069763,0,19.75,1,118.8
Eucalyptus camaldulensis,21.65246710526319,525.803399122807,13.925987754985234,0.6263796909492274,23.22240618101545,0.5154525386313465,138.86668350000002
Eucalyptus cambageana,22.146551724137964,619.6818965517242,14.882183897084204,1,28.57758620689655,0.9827586206896551,147.61750765
Eucalyptus cameronii,14.808139534883752,1063.2279069767442,26.453488283379134,1,37.31395348837209,1,152.10833335
Eucalyptus camfieldii,17.011290322580678,1165.1000000000001,14.268817194046512,1,36.92307692307692,1,151.22
Eucalyptus campanulata,15.023267326732709,1087.930693069307,32.77666659355164,1,37.92079207920792,1,152.21
Eucalyptus campaspe,18.020967741935515,311.0161290322581,6.860215033254316,0,20.387096774193548,1,121.3167
Eucalyptus camphora,12.363235294117683,911.8411764705883,22.059259301644783,1,33.794117647058826,1,148.04165
Eucalyptus canaliculata,17.013829787234076,995.0106382978723,21.318518511454265,1,36.62222222222222,1,151.5833333
Eucalyptus canescens,19.47830188679249,228.43396226415095,13.855345923945588,0,13.320754716981131,0,130.4136078
Eucalyptus canobolensis,11.950000000000031,821.6750000000001,23.166666507720947,1,37.75,1,149.015
Eucalyptus capillosa,17.81242038216564,339.8949044585988,4.698513811560953,0,20.554140127388536,0.8726114649681529,118.7
Eucalyptus capitanea,17.25000000000003,275.85,10.083333253860474,0,17,1,133.41666665
Eucalyptus capitellata,17.081914893617054,1092.0893617021277,16.249999934976753,1,36.76190476190476,1,151.2167
Eucalyptus captiosa,15.419230769230804,401.16307692307697,6.774358980472272,0,20.83076923076923,1,119.0911
Eucalyptus carnea,18.042000000000037,1155.2144,26.223140428874117,1,37.16935483870968,1,152.5333333
Eucalyptus carnei,20.97307692307696,264.57884615384614,7.8707482571504555,0,17.115384615384617,0.019230769230769232,121.22654785
Eucalyptus carolaniae,14.150000000000034,772.8000000000001,12.666666984558105,1,29,1,145.0231
Eucalyptus castrensis,17.150000000000034,846.2,14.333333015441895,1,39,1,151.2405556
Eucalyptus celastroides,17.942523364486018,333.90093457943925,5.936507952402509,0.003115264797507788,20.735202492211837,0.9065420560747663,119.6447222
Eucalyptus cephalocarpa,13.540123456790157,841.1728395061729,16.100000035762786,1,30.40740740740741,1,145.7667
Eucalyptus ceracea,26.721428571428607,1024.6714285714286,9.2380952835083,1,20.142857142857142,1,127.5
Eucalyptus cerasiformis,16.95000000000003,351.4818181818182,5.909090865742076,0,20.363636363636363,1,120.5
Eucalyptus ceratocorys,18.070312500000036,308.97812500000003,8.248677253723145,0,19.671875,0.703125,123.29165
Eucalyptus cernua,15.906521739130463,410.504347826087,7.942029051158739,0,21.043478260869566,1,120.1070167
Eucalyptus chapmaniana,10.190476190476224,1176.0809523809523,33.31707312421101,1,32.5,1,147.07665
Eucalyptus chartaboma,24.26730769230772,867.7576923076923,9.948717883000008,1,27.653846153846153,0.8461538461538461,144.4155485
Eucalyptus chloroclada,19.035957446808546,624.1906382978724,18.34326241472934,1,31.893617021276597,0.9957446808510638,149.5211
Eucalyptus chlorophylla,26.267125382263032,885.3516819571865,7.307770973334283,0.99079754601227,23.116564417177916,0.6441717791411042,138.0053281
Eucalyptus cinerea,12.864285714285751,737.9476190476191,15.539682569957915,1,34.23809523809524,1,149.1833333
Eucalyptus cladocalyx,15.394262295082003,528.7098360655738,18.124999931880406,0.017543859649122806,23.56140350877193,1,136.7778333
Eucalyptus clelandiorum,19.50405405405409,298.24954954954956,6.935779777141886,0,19.90990990990991,0.3963963963963964,120.481389
Eucalyptus clivicola,15.695714285714317,417.7771428571429,7.2843137699015,0,20.62857142857143,1,120.0433333
Eucalyptus cloeziana,20.802343750000034,975.8328125,20.611979190260172,1,33.515625,1,148.94168335
Eucalyptus cneorifolia,15.207142857142891,572.44,14.922222264607747,0.3103448275862069,25.344827586206897,1,137.7167
Eucalyptus coccifera,7.519892473118314,1325.6849462365592,31.238095272155036,0,12.835164835164836,1,146.675
Eucalyptus codonocarpa,13.746296296296329,1094.6703703703704,35.679012298583984,1,39.7037037037037,1,152.2
Eucalyptus comitae-vallis,19.13848920863313,317.2985611510791,5.681265209713121,0,20.66906474820144,0.5971223021582733,117.52
Eucalyptus concinna,19.33738738738742,258.73303303303305,11.292168663926871,0,16.35135135135135,0.24324324324324326,127.0333333
Eucalyptus conferruminata,16.09444444444448,684.2111111111111,14.533333444595337,0,19,1,121.94569445
Eucalyptus conferta,12.850000000000023,705.4000000000001,15.333333015441895,1,38,1,144.2353
