apc_nosubsp,tree_names,range_names,subgenus,budsize_mm2,logbudsize_mm2,colours_all,colour_binary,colour_fullbinary,frtsize_mm2,medianlong,meanMAT,meanMAP,meanAVP,meanbirdrich,meanbatpres,meanbatpres_bin
Eucalyptus subcrenulata,Eucalyptus_subcrenulata,Eucalyptus subcrenulata,Symphyomyrtus,35,3.5553480614894135,white_cream,0,0,42,146.2464395,7.550000000000031,1636.4057692307692,29.931972717752263,12.576923076923077,0,0
Eucalyptus suberea,Eucalyptus_suberea,Eucalyptus suberea,Eucalyptus,24,3.1780538303479458,white_cream,0,0,59.5,115.3,18.895454545454584,562.6363636363636,4.666666702790693,21.363636363636363,0,0
Eucalyptus subtilis,Eucalyptus_subtilis,Eucalyptus subtilis,Symphyomyrtus,17.5,2.8622008809294686,white_cream,0,0,20,121.3722222,16.694444444444475,370.31111111111113,8.925925943586561,18.666666666666668,0,0
Eucalyptus suffulgens,NA,Eucalyptus suffulgens,Symphyomyrtus,38.25,3.644143560272545,white_cream,0,0,75,149.73165,20.55625000000003,755.9453125,23.523809644911022,32.58730158730159,1,1
Eucalyptus suggrandis,Eucalyptus_suggrandis,Eucalyptus suggrandis,Symphyomyrtus,85.25,4.445588116163626,white_cream,0,0,73.5,119.5502778,15.946078431372584,395.4777777777778,5.746136875342059,21.375,0,0
Eucalyptus surgens,Eucalyptus_surgens,Eucalyptus surgens,Symphyomyrtus,63,4.143134726391533,white_cream,0,0,63.75,125.00612555,16.75000000000003,342.3,16,18,0,0
Eucalyptus sweedmaniana,NA,Eucalyptus sweedmaniana,Symphyomyrtus,1750,7.4673710669175595,red,1,1,1278,122.4,15.975000000000035,539.85,8.666666746139526,20,0,0
Eucalyptus synandra,Eucalyptus_synandra,Eucalyptus synandra,Symphyomyrtus,112,4.718498871295094,pink white_cream,0.5,1,55.00000000000001,116.6,19.95869565217395,318.0130434782609,5.550724641136501,22,0,0
Eucalyptus talyuberlup,Eucalyptus_talyuberlup,Eucalyptus talyuberlup,Symphyomyrtus,328,5.793013608384144,green,1,1,255.75,118,14.35869565217395,530.5304347826087,15.985507218734078,17.869565217391305,0,0
Eucalyptus tardecidens,NA,Eucalyptus tardecidens,Symphyomyrtus,11.25,2.4203681286504293,white_cream,0,0,16,144.8333,23.6166666666667,1050.0588235294117,13.67320268761878,32.627450980392155,1,1
Eucalyptus taurina,NA,Eucalyptus taurina,Symphyomyrtus,24.5,3.1986731175506815,white_cream,0,0,36,152.1202495,17.835714285714328,866.7428571428571,33.095237731933594,41.285714285714285,1,1
Eucalyptus tectifica,Eucalyptus_tectifica,Eucalyptus tectifica,Symphyomyrtus,22,3.091042453358316,white_cream,0,0,33.00000000000001,131.5089636,27.002517985611544,1118.3546762589929,8.02564102389437,21.21722846441947,1,1
Eucalyptus tenella,Eucalyptus_tenella,Eucalyptus tenella,Eucalyptus,12.5,2.5257286443082556,white_cream,0,0,26,150.11,14.017647058823565,842.6264705882353,16.852941204519833,39.088235294117645,1,1
Eucalyptus tenera,Eucalyptus_tenera,Eucalyptus tenera,Symphyomyrtus,187.00000000000003,5.231108616854587,yellow,1,1,72.25000000000001,119.44930555,16.95337078651689,355.95000000000005,5.200757584788582,21.230337078651687,0,0
Eucalyptus tenuipes,Eucalyptus_tenuipes,Eucalyptus tenuipes,Cuboidea,8.75,2.169053700369523,white_cream,0,0,27.500000000000004,149.95,20.613636363636395,674.3606060606061,17.16498319067136,31.78787878787879,1,1
Eucalyptus tenuiramis,Eucalyptus_tenuiramis,Eucalyptus tenuiramis,Eucalyptus,22.75,3.1245651453969594,white_cream,0,0,72.25000000000001,147.35104,11.428260869565252,720.2246376811595,17.994047658784048,12.74074074074074,0,0
Eucalyptus tenuis,Eucalyptus_tenuis,Eucalyptus tenuis,Symphyomyrtus,67.5,4.212127597878484,white_cream,0,0,90,120.55055,17.11785714285718,347.27857142857147,6.238095206873758,20.5,0,0
Eucalyptus tephroclada,NA,Eucalyptus tephroclada,Symphyomyrtus,182,5.204006687076795,yellow,1,1,88,118.7213042,17.105000000000036,346.285,4.158333349227905,21.45,0,0
Eucalyptus tephrodes,Eucalyptus_tephrodes,Eucalyptus tephrodes,Symphyomyrtus,40.5,3.7013019741124933,NA,NA,NA,45.5,127.5667,26.513636363636397,620.0872727272728,9.557575676657937,19.6,0.9818181818181818,1
Eucalyptus terebra,Eucalyptus_terebra,Eucalyptus terebra,Symphyomyrtus,56,4.02535169073515,yellow,1,1,49.50000000000001,123.33,16.7661290322581,362.3387096774194,10.010752724063012,18.35483870967742,0,0
Eucalyptus tereticornis,Eucalyptus_tereticornis,Eucalyptus tereticornis,Symphyomyrtus,70,4.248495242049359,white_cream,0,0,28,150.77,18.668759018759054,927.9582972582972,23.691911361316993,34.94954128440367,1,1
Eucalyptus terrica,NA,Eucalyptus terrica,Symphyomyrtus,24.5,3.1986731175506815,white_cream,0,0,15.000000000000002,151.45,17.828787878787917,678.9969696969697,22.454545483444676,36.878787878787875,1,1
Eucalyptus tetrapleura,Eucalyptus_tetrapleura,Eucalyptus tetrapleura,Symphyomyrtus,64.99999999999999,4.174387269895637,white_cream,0,0,55.25,152.97293095,18.60000000000003,1173.5333333333333,26.62500003973643,37.75,1,1
Eucalyptus tetraptera,Eucalyptus_tetraptera,Eucalyptus tetraptera,Symphyomyrtus,1485,7.3031700512368,red,1,1,1800,120.214057,15.940322580645196,483.8661290322581,9.898305092827748,19.95,0,0
Eucalyptus tetrodonta,Eucalyptus_tetrodonta,Eucalyptus tetrodonta,Eudesmia,94.49999999999999,4.548599834499697,white_cream,0,0,184,133.735,26.34174311926609,1288.6321100917432,7.765911527436142,23.88486842105263,0.9967105263157896,1
Eucalyptus thamnoides,Eucalyptus_thamnoides,Eucalyptus thamnoides,Symphyomyrtus,90,4.499809670330265,white_cream,0,0,76,118.0208333,15.303608247422714,445.39896907216496,7.500000027900047,19.479166666666668,0,0
Eucalyptus tholiformis,Eucalyptus_tholiformis,Eucalyptus tholiformis,Symphyomyrtus,22.75,3.1245651453969594,white_cream,0,0,33,147.7331,20.672033898305116,645.3864406779661,17.960451946420186,29.593220338983052,1,1
Eucalyptus thozetiana,Eucalyptus_thozetiana,Eucalyptus thozetiana,Symphyomyrtus,15.000000000000002,2.70805020110221,white_cream,0,0,14,146.31665,21.908333333333363,496.93645833333335,13.01909718538324,24.510416666666668,0.671875,1
Eucalyptus tindaliae,Eucalyptus_tindaliae,Eucalyptus tindaliae,Eucalyptus,17.5,2.8622008809294686,white_cream,0,0,40,152.73789775,19.07816901408454,1353.4570422535212,24.24586292699719,38.5,1,1
Eucalyptus tintinnans,Eucalyptus_tintinnans,Eucalyptus tintinnans,Symphyomyrtus,24.749999999999996,3.208825489014699,white_cream,0,0,22,132.07611455,26.85200000000003,1285.3580000000002,9.860000004768372,22.14,1,1
Eucalyptus todtiana,Eucalyptus_todtiana,Eucalyptus todtiana,Eucalyptus,61.74999999999999,4.123093975508087,white_cream,0,0,312,115.6559445,18.81428571428575,568.6446428571429,5.372727277062156,21.513761467889907,0.0091743119266055,0
Eucalyptus torquata,Eucalyptus_torquata,Eucalyptus torquata,Symphyomyrtus,228,5.429345628954441,pink,1,1,136.5,121.5786767,17.878888888888927,314.37111111111113,7.800000010596381,20.64444444444445,0,0
Eucalyptus tortilis,Eucalyptus_tortilis,Eucalyptus tortilis,Symphyomyrtus,60,4.0943445622221,white_cream,0,0,52,121.68064445,17.063333333333365,350.9866666666667,6.862068998402562,18.7,0,0
Eucalyptus transcontinentalis,Eucalyptus_transcontinentalis,Eucalyptus transcontinentalis,Symphyomyrtus,87.5,4.471638793363569,yellow,1,1,56,121.15,17.926744186046545,322.17209302325585,6.203703674059065,20.488372093023255,0,0
Eucalyptus tricarpa,Eucalyptus_tricarpa,Eucalyptus tricarpa,Symphyomyrtus,93.75,4.54063166485052,white_cream,0,0,120.74999999999999,146.80278,14.335057471264404,737.6655172413793,16.5180724155472,32.74683544303797,1,1
Eucalyptus triflora,Eucalyptus_triflora,Eucalyptus triflora,Eucalyptus,33.75,3.518980417318539,white_cream,0,0,80.75,150.1333333,12.761764705882385,974.7588235294118,19.09803934658275,32.76470588235294,1,1
Eucalyptus trivalva,Eucalyptus_trivalvis,Eucalyptus trivalva,Symphyomyrtus,42.5,3.7495040759303713,white_cream,0,0,48.75,128.476389,21.862635379061405,308.65379061371846,13.416969687721949,16.9927797833935,0.148014440433213,0
Eucalyptus tumida,Eucalyptus_tumida,Eucalyptus tumida,Symphyomyrtus,68,4.219507705176107,white_cream,0,0,58.49999999999999,122,16.124025974026004,474.03376623376624,6.583333338561811,20.17105263157895,0,0
Eucalyptus ultima,Eucalyptus_ultima,Eucalyptus ultima,Symphyomyrtus,20.625,3.0265039322207445,white_cream,0,0,24.75,113.99168335,23.480000000000036,261.76,13.066666507720948,14.444444444444445,1,1
Eucalyptus umbra,Eucalyptus_umbra,Eucalyptus umbra,Eucalyptus,21,3.044522437723423,white_cream,0,0,40,152.0533333,17.892857142857174,1164.0111111111112,21.395480155944824,36.60344827586207,1,1
Eucalyptus umbrawarrensis,NA,Eucalyptus umbrawarrensis,Symphyomyrtus,17.875,2.883403088580071,white_cream,0,0,14,132.2167,26.56791044776123,1084.876119402985,6.711442787255814,20.91044776119403,1,1
Eucalyptus uncinata,Eucalyptus_uncinata,Eucalyptus uncinata,Symphyomyrtus,44,3.784189633918261,white_cream,0,0,42.00000000000001,120.01668335,15.834090909090945,454.8685606060606,7.767596317002498,20.23715415019763,0,0
Eucalyptus urna,Eucalyptus_urna,Eucalyptus urna,Symphyomyrtus,126.75,4.842216642471293,white_cream,0,0,71.25,120.66668335,16.800735294117683,345.67573529411766,7.23383084873655,20.316176470588236,0,0
Eucalyptus urnigera,NA,Eucalyptus urnigera,Symphyomyrtus,69,4.23410650459726,white_cream,0,0,102.00000000000001,147.1677095,8.44500000000003,837.45,31.216666841506957,12.65,0,0
Eucalyptus utilis,Eucalyptus_utilis,Eucalyptus utilis,Symphyomyrtus,110.00000000000001,4.700480365792417,white_cream,0,0,89.25,120.215945,16.439655172413826,537.4137931034483,11.366666650772094,19.705882352941178,0,0
Eucalyptus valens,Eucalyptus_valens,Eucalyptus valens,Symphyomyrtus,77,4.343805421853684,white_cream,0,0,80.75,121.65833335,16.397619047619077,398.5,6.048780487804878,19.928571428571427,0,0
Eucalyptus varia,NA,Eucalyptus varia,Symphyomyrtus,75.25,4.3208159036289855,white_cream,0,0,54,122.075,16.102380952380983,538.1571428571428,6.809523781140645,19.97619047619047,0,0
Eucalyptus vegrandis,Eucalyptus_vegrandis,Eucalyptus vegrandis,Symphyomyrtus,40,3.6888794541139363,white_cream,0,0,45.5,118.25835,15.09137931034486,416.86724137931043,8.541666643960136,19.41379310344828,0,0
Eucalyptus vernicosa,Eucalyptus_vernicosa,Eucalyptus vernicosa,Symphyomyrtus,34,3.5263605246161616,white_cream,0,0,45.5,146.167718,8.24824561403512,2096.6701754385967,33.436363740400836,10.964912280701755,0,0
Eucalyptus verrucata,Eucalyptus_verrucata,Eucalyptus verrucata,Eucalyptus,154,5.0369526024136295,white_cream,0,0,384.00000000000006,142.4586,11.640909090909124,710.7181818181818,27.393939365040172,32.63636363636363,1,1
Eucalyptus vesiculosa,Eucalyptus_vesiculosa,Eucalyptus vesiculosa,Symphyomyrtus,152,5.0238805208462765,red,1,1,280.5,118.7,15.53000000000004,467.14,8.800000095367432,18.75,0,0
Eucalyptus vicina,Eucalyptus_vicina,Eucalyptus vicina,Symphyomyrtus,36,3.58351893845611,white_cream,0,0,30.000000000000004,146.35835,17.29883720930236,424.8313953488373,14.306201524512712,27.872093023255815,0.8953488372093024,1
Eucalyptus victoriana,Eucalyptus_victoriana,Eucalyptus victoriana,Eucalyptus,54,3.9889840465642745,white_cream,0,0,66,142.325,11.225000000000035,778.225,33.99999952316284,33.25,1,1
Eucalyptus victrix,Eucalyptus_victrix,Eucalyptus victrix,Symphyomyrtus,10,2.302585092994046,white_cream,0,0,15.749999999999998,123.35,24.902733118971096,349.14758842443734,10.021786468480927,16.187702265372167,0.4789644012944983,0
Eucalyptus viminalis,Eucalyptus_viminalis,Eucalyptus viminalis,Symphyomyrtus,31.499999999999996,3.449987545831587,white_cream,0,0,32.5,146.6167,13.101728553137038,779.2192061459667,19.528378384822123,29.768918918918917,0.8013513513513514,1
Eucalyptus virens,Eucalyptus_virens,Eucalyptus virens,Symphyomyrtus,24.75,3.2088254890146994,white_cream,0,0,27.500000000000004,150.74887504999998,18.90833333333337,690.2416666666667,20.694444179534912,32.25,1,1
Eucalyptus virginea,NA,Eucalyptus virginea,Symphyomyrtus,49,3.8918202981106265,white_cream,0,0,47.5,117.3,15.525000000000034,950.425,12.833333253860474,15.5,0,0
Eucalyptus viridis,Eucalyptus_viridis,Eucalyptus viridis,Symphyomyrtus,18.000000000000004,2.890371757896165,white_cream,0,0,20,146.40665,16.972772277227758,489.2321782178218,16.158415836863,31.668316831683168,0.7871287128712872,1
Eucalyptus vittata,Eucalyptus_vittata,Eucalyptus vittata,Symphyomyrtus,42.5,3.7495040759303713,white_cream,0,0,39,119.85835,17.866666666666703,329.82738095238096,5.7539682274773005,20.583333333333332,0,0
Eucalyptus vokesensis,Eucalyptus_vokesensis,Eucalyptus vokesensis,Symphyomyrtus,104,4.6443908991413725,yellow,1,1,63.75,130.5844337,19.59210526315793,229.4263157894737,12.7017543190404,13.68421052631579,0,0
Eucalyptus volcanica,NA,Eucalyptus volcanica,Symphyomyrtus,24.5,3.1986731175506815,white_cream,0,0,60,149.58845,14.430000000000035,829.0300000000001,35.33333339691162,35.4,1,1
Eucalyptus wandoo,Eucalyptus_wandoo,Eucalyptus wandoo,Symphyomyrtus,33.00000000000001,3.4965075614664802,white_cream,0,0,40,116.7863889,16.77889908256884,519.7376146788991,6.093701997660272,20.19724770642202,0,0
Eucalyptus websteriana,Eucalyptus_websteriana,Eucalyptus websteriana,Symphyomyrtus,48.75,3.886705197443856,white_cream,0,0,42.75,121.7,17.812962962963002,315.41481481481486,7.794871816268334,20.03703703703704,0,0
Eucalyptus whitei,Eucalyptus_whitei,Eucalyptus whitei,Symphyomyrtus,21,3.044522437723423,white_cream,0,0,25,144.58420605,23.645555555555593,651.7511111111112,9.651851834191216,22.988888888888887,1,1
Eucalyptus wilcoxii,Eucalyptus_wilcoxii,Eucalyptus wilcoxii,Symphyomyrtus,24,3.1780538303479458,white_cream,0,0,32.5,149.65,12.90555555555559,792.8666666666667,26.70370366838243,31.555555555555557,1,1
Eucalyptus williamsiana,Eucalyptus_williamsiana,Eucalyptus williamsiana,Eucalyptus,46.75000000000001,3.844814255734696,white_cream,0,0,81.25,152.19168335,13.197058823529447,1034.4411764705883,29.68627436020795,38.73529411764706,1,1
Eucalyptus willisii,Eucalyptus_willisii,Eucalyptus willisii,Eucalyptus,12,2.4849066497880004,white_cream,0,0,25,145.1833333,13.605737704918068,810.4819672131148,17.169590665583026,27.982142857142858,0.9824561403508772,1
Eucalyptus woodwardii,Eucalyptus_woodwardii,Eucalyptus woodwardii,Symphyomyrtus,153,5.030437921392435,yellow,1,1,168.99999999999997,123.2167,18.250000000000032,289.8571428571429,7.428571428571429,15.571428571428571,0,0
Eucalyptus woollsiana,Eucalyptus_pilligaensis,Eucalyptus woollsiana,Symphyomyrtus,8.75,2.169053700369523,white_cream,0,0,9.000000000000002,149.7508396,18.85422535211271,602.8049295774648,16.521126770637405,32.08450704225352,1,1
Eucalyptus wubinensis,Eucalyptus_wubinensis,Eucalyptus wubinensis,Symphyomyrtus,36,3.58351893845611,white_cream,0,0,39,116.9552778,19.00744680851067,326.3829787234043,5.123188433439835,22.53191489361702,0,0
Eucalyptus wyolensis,Eucalyptus_wyolensis,Eucalyptus wyolensis,Symphyomyrtus,101.5,4.620058798481842,yellow,1,1,85.5,130.25,19.664285714285743,226.24285714285716,14.33333342415946,13.285714285714286,0,0
Eucalyptus x balanites,Eucalyptus_balanites,NA,Symphyomyrtus,61.74999999999999,4.123093975508087,white_cream,0,0,76.5,NA,NA,NA,NA,NA,NA,NA
Eucalyptus x balanopelex,Eucalyptus_balanopelex,NA,Symphyomyrtus,108.49999999999997,4.686750172980514,white_cream,0,0,94.5,NA,NA,NA,NA,NA,NA,NA
Eucalyptus x brachyphylla,Eucalyptus_brachyphylla,NA,Symphyomyrtus,21.124999999999993,3.0504571732432373,white_cream,0,0,37.5,NA,NA,NA,NA,NA,NA,NA
Eucalyptus x impensa,Eucalyptus_impensa,Eucalyptus impensa,Symphyomyrtus,1350,7.2078598714324755,pink,1,1,1287.5,115.6,18.450000000000028,537.6666666666667,3.3333333333333335,21.666666666666668,0,0
Eucalyptus x lateritica,Eucalyptus_lateritica,Eucalyptus lateritica,Eucalyptus,51,3.9318256327243257,white_cream,0,0,161,115.3,18.95000000000004,562.1333333333333,4.592592610253228,21.22222222222222,0,0
Eucalyptus x missilis,NA,NA,NA,150,5.0106352940962555,yellow,1,1,143.75,NA,NA,NA,NA,NA,NA,NA
Eucalyptus x phylacis,NA,NA,NA,44,3.784189633918261,white_cream,0,0,46.75000000000001,NA,NA,NA,NA,NA,NA,NA
Eucalyptus xanthonema,Eucalyptus_xanthonema,Eucalyptus xanthonema,Symphyomyrtus,43.75,3.7784916128036232,white_cream,0,0,32.5,118.22335,15.085483870967778,437.8887096774194,9.602150455597908,19.258064516129032,0,0
Eucalyptus xerothermica,Eucalyptus_xerothermica,Eucalyptus xerothermica,Symphyomyrtus,33.75,3.518980417318539,white_cream,0,0,63.75,117.51793335,24.820512820512853,344.29102564102567,11.745614020447984,15.246575342465754,0.8356164383561644,1
Eucalyptus yalatensis,Eucalyptus_yalatensis,Eucalyptus yalatensis,Symphyomyrtus,42.74999999999999,3.755369195382769,white_cream,0,0,30.250000000000004,131.5,16.872705314009693,333.4371980676329,17.29145730080916,18.968911917098445,0.0310880829015544,0
Eucalyptus yarraensis,Eucalyptus_yarraensis,Eucalyptus yarraensis,Symphyomyrtus,16.625,2.810907586541918,white_cream,0,0,18,144.192217,12.732258064516165,750.8870967741935,15.973118366733674,32,1,1
Eucalyptus yilgarnensis,Eucalyptus_yilgarnensis,Eucalyptus yilgarnensis,Symphyomyrtus,11.25,2.4203681286504293,white_cream,0,0,17.5,119.8594972,18.086123348017654,320.1325991189427,5.794642836919853,20.537444933920703,0,0
Eucalyptus youmanii,Eucalyptus_youmanii,Eucalyptus youmanii,Eucalyptus,32,3.4657359027997265,white_cream,0,0,60.00000000000001,151.6358333,14.410606060606094,829.8555555555556,26.948979475060288,39.61616161616162,1,1
Eucalyptus youngiana,Eucalyptus_youngiana,Eucalyptus youngiana,Symphyomyrtus,1968.75,7.585154102573943,red yellow,1,1,1046.25,129.67528140000002,20.000000000000036,248.74402985074627,10.850746297124608,15.1044776119403,0,0
Eucalyptus yumbarrana,Eucalyptus_yumbarrana,Eucalyptus yumbarrana,Symphyomyrtus,128,4.852030263919617,white_cream,0,0,90,134.6333,17.490909090909128,279.48636363636365,11.401515180414371,19.522727272727273,0,0
Eucalyptus zopherophloia,Eucalyptus_zopherophloia,Eucalyptus zopherophloia,Symphyomyrtus,38.25,3.644143560272545,white_cream,0,0,60,115,20.050000000000036,426.5434782608696,5.9242424097928135,21.15,0.2,0
