range_names,Longitude,Latitude
Eucalyptus chlorophylla,145.2325,-15.54166667
Eucalyptus chlorophylla,145.25,-15.4667
Eucalyptus chlorophylla,145.2508449,-15.41527294
Eucalyptus chlorophylla,145.2591789,-15.75693793
Eucalyptus chlorophylla,145.2847222,-15.59805556
Eucalyptus chlorophylla,125.1,-17.97
Eucalyptus chlorophylla,125.17,-18
Eucalyptus chlorophylla,127.42,-15.92
Eucalyptus chlorophylla,128.42,-15.67
Eucalyptus chlorophylla,128.57,-18.3
Eucalyptus chlorophylla,128.85,-15.83
Eucalyptus chlorophylla,128.9,-17.93
Eucalyptus chlorophylla,129.63,-17.83
Eucalyptus chlorophylla,130.03,-17.67
Eucalyptus chlorophylla,130.35178,-17.39643
Eucalyptus chlorophylla,132.55,-16.77
Eucalyptus chlorophylla,133,-16.65
Eucalyptus chlorophylla,133.12,-17.03
Eucalyptus chlorophylla,133.38,-16.28
Eucalyptus chlorophylla,133.53,-17.73
Eucalyptus chlorophylla,133.9108333,-14.8988889
Eucalyptus chlorophylla,134.13,-19.12
Eucalyptus chlorophylla,134.1747222,-19.08888889
Eucalyptus chlorophylla,134.83,-16.58
Eucalyptus chlorophylla,135.18,-15.97
Eucalyptus chlorophylla,135.68,-17.77
Eucalyptus chlorophylla,135.75,-16.43
Eucalyptus chlorophylla,135.78,-16.77
Eucalyptus chlorophylla,135.93773,-16.2514
Eucalyptus chlorophylla,136.25,-19.7
Eucalyptus chlorophylla,136.37,-19.92
Eucalyptus chlorophylla,137.15,-16.85
Eucalyptus chlorophylla,137.17,-17.17
Eucalyptus chlorophylla,138.58,-17.9
Eucalyptus chlorophylla,142.17,-16
Eucalyptus chlorophylla,142.2,-15.93
Eucalyptus cinerea,146.61,-37.9183
Eucalyptus cinerea,146.6367417,-36.25098611
Eucalyptus cinerea,146.71769,-36.28200196
Eucalyptus cinerea,147.1333,-37.7
Eucalyptus cinerea,148.2167,-35.3333
Eucalyptus cinerea,148.9942,-35.0056
Eucalyptus cinerea,149.1006,-35.2569
Eucalyptus cinerea,149.1176399,-34.59864534
Eucalyptus cinerea,149.1833,-34.7333
Eucalyptus cinerea,149.1833333,-33.98333333
Eucalyptus cinerea,149.2472,-35.4367
Eucalyptus cinerea,149.25,-35.1667
Eucalyptus cinerea,149.3333,-35.0167
Eucalyptus cinerea,149.6676276,-34.1153072
Eucalyptus cinerea,149.6676281,-34.16530733
Eucalyptus cinerea,149.6842839,-33.13197077
Eucalyptus cinerea,149.7166667,-34.75
Eucalyptus cinerea,149.95,-34.8333
Eucalyptus cinerea,148.9667,-35.5333
Eucalyptus cinerea,149.2289,-35.6544
Eucalyptus cinerea,149.3532018,-35.55281362
Eucalyptus cladocalyx,135.25,-34.533333
Eucalyptus cladocalyx,135.45,-34.4333
Eucalyptus cladocalyx,135.466111,-34.508611
Eucalyptus cladocalyx,135.5,-34.466667
Eucalyptus cladocalyx,135.5,-34.383333
Eucalyptus cladocalyx,135.566667,-34.383333
Eucalyptus cladocalyx,135.616667,-34.716667
Eucalyptus cladocalyx,135.6666667,-34.5166667
Eucalyptus cladocalyx,135.666667,-34.766667
Eucalyptus cladocalyx,135.6667,-34.6
Eucalyptus cladocalyx,135.6972322,-34.45569056
Eucalyptus cladocalyx,135.7133453,-34.64541462
Eucalyptus cladocalyx,135.718333,-34.548611
Eucalyptus cladocalyx,135.7333,-34.2667
Eucalyptus cladocalyx,135.7667,-34.7
Eucalyptus cladocalyx,135.775,-34.5428
Eucalyptus cladocalyx,135.783333,-34.45
Eucalyptus cladocalyx,135.786667,-34.792222
Eucalyptus cladocalyx,135.791667,-34.658333
Eucalyptus cladocalyx,135.804167,-34.3875
Eucalyptus cladocalyx,135.8475,-34.4889
Eucalyptus cladocalyx,135.8667,-34.75
Eucalyptus cladocalyx,135.92,-34.73
Eucalyptus cladocalyx,136.0525,-34.320833
Eucalyptus cladocalyx,136.554722,-35.887778
Eucalyptus cladocalyx,136.6167,-35.9667
Eucalyptus cladocalyx,136.633333,-35.8
Eucalyptus cladocalyx,136.666667,-35.916667
Eucalyptus cladocalyx,136.68,-33.635
Eucalyptus cladocalyx,136.725556,-35.869167
Eucalyptus cladocalyx,136.779722,-35.955556
Eucalyptus cladocalyx,136.8583513,-35.97596871
Eucalyptus cladocalyx,136.9,-35.683333
Eucalyptus cladocalyx,136.983333,-35.966667
Eucalyptus cladocalyx,137.097222,-35.7225
Eucalyptus cladocalyx,137.1597375,-35.97791119
Eucalyptus cladocalyx,137.176389,-35.700278
Eucalyptus cladocalyx,137.2,-35.6167
Eucalyptus cladocalyx,137.216667,-35.666667
Eucalyptus cladocalyx,137.25,-35.8333
Eucalyptus cladocalyx,137.266667,-35.916667
Eucalyptus cladocalyx,137.38,-35.67
Eucalyptus cladocalyx,137.4,-35.75
Eucalyptus cladocalyx,137.441667,-35.608333
Eucalyptus cladocalyx,137.4844547,-35.84874065
Eucalyptus cladocalyx,137.5,-35.58333333
Eucalyptus cladocalyx,137.5167,-35.6833
Eucalyptus cladocalyx,137.733333,-35.816667
Eucalyptus cladocalyx,137.77,-35.78
Eucalyptus cladocalyx,137.97,-32.37
Eucalyptus cladocalyx,137.9833,-32.4167
Eucalyptus cladocalyx,137.9833,-32.3075
Eucalyptus cladocalyx,138.033333,-32.45
Eucalyptus cladocalyx,138.035833,-32.790556
Eucalyptus cladocalyx,138.0471912,-32.69066246
Eucalyptus cladocalyx,138.0677485,-32.832052
Eucalyptus cladocalyx,138.105833,-32.703056
Eucalyptus cladocalyx,138.1667,-32.8333
Eucalyptus cladocalyx,138.174444,-32.772778
Eucalyptus cladocalyx,138.179444,-33.048611
Eucalyptus cladocalyx,136.7778333,-35.71672222
Eucalyptus clelandiorum,116.7063889,-29.24166667
Eucalyptus clelandiorum,116.7491667,-29.28
Eucalyptus clelandiorum,116.8139,-29.185
Eucalyptus clelandiorum,116.8291667,-29.07611111
Eucalyptus clelandiorum,116.8316925,-29.28165
Eucalyptus clelandiorum,116.9467305,-28.96008063
Eucalyptus clelandiorum,116.9594919,-29.16151625
Eucalyptus clelandiorum,117.0216667,-29.08472222
Eucalyptus clelandiorum,117.0225953,-29.14548
Eucalyptus clelandiorum,117.05375,-29.344472
Eucalyptus clelandiorum,117.0841348,-29.46232335
Eucalyptus clelandiorum,117.1644,-29.5325
Eucalyptus clelandiorum,117.1833333,-29.58333333
Eucalyptus clelandiorum,117.2,-29.4667
Eucalyptus clelandiorum,117.2258872,-29.6627424
Eucalyptus clelandiorum,117.4616412,-29.58605366
Eucalyptus clelandiorum,117.85,-28.05
Eucalyptus clelandiorum,118.2416667,-29.77
Eucalyptus clelandiorum,118.4333333,-28.23333333
Eucalyptus clelandiorum,118.6936422,-27.42548945
Eucalyptus clelandiorum,118.7942008,-28.60399087
Eucalyptus clelandiorum,119,-30.75
Eucalyptus clelandiorum,119,-29.11666667
Eucalyptus clelandiorum,119,-27.2833
Eucalyptus clelandiorum,119.15,-29.25
Eucalyptus clelandiorum,119.1666667,-28.13333333
Eucalyptus clelandiorum,119.2569717,-30.27073944
Eucalyptus clelandiorum,119.28,-30.13
Eucalyptus clelandiorum,119.2933333,-28.17694444
Eucalyptus clelandiorum,119.2997222,-29.66666667
Eucalyptus clelandiorum,119.3058841,-29.77244999
Eucalyptus clelandiorum,119.3167,-31.15
Eucalyptus clelandiorum,119.325,-29.83388889
Eucalyptus clelandiorum,119.3394175,-30.02647926
Eucalyptus clelandiorum,119.5361516,-29.23676621
Eucalyptus clelandiorum,119.5547693,-29.69843686
Eucalyptus clelandiorum,119.6039457,-30.36677582
Eucalyptus clelandiorum,119.6133787,-29.59260191
Eucalyptus clelandiorum,119.6306015,-29.63871325
Eucalyptus clelandiorum,119.6436517,-29.26982088
Eucalyptus clelandiorum,119.65,-31.3
Eucalyptus clelandiorum,119.6667,-29.7333
Eucalyptus clelandiorum,119.6814456,-30.37899728
Eucalyptus clelandiorum,119.776714,-29.77093504
Eucalyptus clelandiorum,119.8150544,-30.2305064
Eucalyptus clelandiorum,119.8711,-30.1953
Eucalyptus clelandiorum,119.8925547,-30.29454966
Eucalyptus clelandiorum,120,-28
Eucalyptus clelandiorum,120.001931,-28.830739
Eucalyptus clelandiorum,120.0636701,-30.62205075
Eucalyptus clelandiorum,120.1419722,-29.38711111
Eucalyptus clelandiorum,120.15,-30.0667
Eucalyptus clelandiorum,120.1549167,-29.43827778
Eucalyptus clelandiorum,120.1622835,-30.79899572
Eucalyptus clelandiorum,120.205,-30.90805556
Eucalyptus clelandiorum,120.481389,-29.128889
Eucalyptus clelandiorum,120.5,-27.9667
Eucalyptus clelandiorum,120.5011537,-29.21549226
Eucalyptus clelandiorum,120.55,-29.86666667
Eucalyptus clelandiorum,120.5691667,-29.7375
Eucalyptus clelandiorum,120.58,-30.06
Eucalyptus clelandiorum,120.5818056,-30.18091667
Eucalyptus clelandiorum,120.5877778,-30.11777778
Eucalyptus clelandiorum,120.6316667,-30.20638889
Eucalyptus clelandiorum,120.8166667,-31.03333333
Eucalyptus clelandiorum,120.8666667,-31.01666667
Eucalyptus clelandiorum,120.9041667,-30.95333333
Eucalyptus clelandiorum,120.9303,-30.0267
Eucalyptus clelandiorum,120.95,-31.15
Eucalyptus clelandiorum,120.9666667,-31.03333333
Eucalyptus clelandiorum,120.9666667,-30.75
Eucalyptus clelandiorum,120.9833,-30.9667
Eucalyptus clelandiorum,121.0344897,-29.69882555
Eucalyptus clelandiorum,121.0375469,-29.82438262
Eucalyptus clelandiorum,121.05,-29.96666667
Eucalyptus clelandiorum,121.0666667,-30.68333333
Eucalyptus clelandiorum,121.0724827,-31.0184
Eucalyptus clelandiorum,121.0825138,-31.06508
Eucalyptus clelandiorum,121.0877778,-30.74
Eucalyptus clelandiorum,121.0997222,-30.39111111
Eucalyptus clelandiorum,121.1333,-31.0833
Eucalyptus clelandiorum,121.15,-30.0167
Eucalyptus clelandiorum,121.159493,-30.0754949
Eucalyptus clelandiorum,121.1597222,-30.855
Eucalyptus clelandiorum,121.1613889,-30.95305556
Eucalyptus clelandiorum,121.1613889,-30.51916667
Eucalyptus clelandiorum,121.1639488,-31.13355934
Eucalyptus clelandiorum,121.1666667,-30.9
Eucalyptus clelandiorum,121.17,-29.97
Eucalyptus clelandiorum,121.1833,-30.4333
Eucalyptus clelandiorum,121.2,-30.5833
Eucalyptus clelandiorum,121.2,-30.2
Eucalyptus clelandiorum,121.2167,-30.9333
Eucalyptus clelandiorum,121.2319444,-30.74
Eucalyptus clelandiorum,121.25,-30.98
Eucalyptus clelandiorum,121.2667,-30.8833
Eucalyptus clelandiorum,121.275051,-30.4320353
Eucalyptus clelandiorum,121.28,-30.93
Eucalyptus clelandiorum,121.3,-31
Eucalyptus clelandiorum,121.3166667,-30.36666667
Eucalyptus clelandiorum,121.4138889,-30.53138889
Eucalyptus clelandiorum,121.45,-30.58
Eucalyptus clelandiorum,121.45,-30.22
Eucalyptus clelandiorum,121.4666667,-29.25
Eucalyptus clelandiorum,121.4667,-30.75
Eucalyptus clelandiorum,121.4683333,-30.49083333
Eucalyptus clelandiorum,121.4683333,-30.30805556
Eucalyptus clelandiorum,121.4683333,-29.95111111
Eucalyptus clelandiorum,121.5063889,-28.01638889
Eucalyptus clelandiorum,121.6333333,-29.18333333
Eucalyptus clelandiorum,121.9166667,-28.85
Eucalyptus clivicola,117.7458333,-34.15694444
Eucalyptus clivicola,117.8633,-34.1567
Eucalyptus clivicola,118.3166667,-34.01666667
Eucalyptus clivicola,118.3741667,-34.20333333
Eucalyptus clivicola,118.5333,-33.95
Eucalyptus clivicola,118.6219704,-34.23501321
Eucalyptus clivicola,118.78,-33.55
Eucalyptus clivicola,118.7845418,-33.88221735
Eucalyptus clivicola,118.8895533,-33.4034813
Eucalyptus clivicola,119,-33.48333333
Eucalyptus clivicola,119.275,-33.96666667
Eucalyptus clivicola,119.3805556,-34.03361111
Eucalyptus clivicola,119.5433333,-34.0775
Eucalyptus clivicola,119.6747222,-34.02833333
Eucalyptus clivicola,119.9313889,-33.67638889
Eucalyptus clivicola,119.988417,-33.692639
Eucalyptus clivicola,120.0333,-33.4667
Eucalyptus clivicola,120.0433333,-33.77083333
Eucalyptus clivicola,120.0433333,-33.65194444
Eucalyptus clivicola,120.05,-33.91666667
Eucalyptus clivicola,120.1070167,-33.5356
Eucalyptus clivicola,120.1333,-33.5833
Eucalyptus clivicola,120.1333333,-33.63333333
Eucalyptus clivicola,120.1662171,-33.52846694
Eucalyptus clivicola,120.1666667,-33.73333333
Eucalyptus clivicola,120.2018411,-33.68094321
Eucalyptus clivicola,120.2166667,-33.5
Eucalyptus clivicola,120.2662138,-33.36290847
Eucalyptus clivicola,120.384111,-33.632389
Eucalyptus clivicola,120.610821,-33.22723623
Eucalyptus clivicola,120.6263889,-33.45833333
Eucalyptus clivicola,120.65,-33.4167
Eucalyptus clivicola,120.75,-33.36666667
Eucalyptus clivicola,121.6081498,-33.2284464
Eucalyptus clivicola,122.3333333,-33.5
Eucalyptus cloeziana,144.6531,-15.8683
Eucalyptus cloeziana,144.7333,-16.35
Eucalyptus cloeziana,144.7939206,-16.22899722
Eucalyptus cloeziana,144.8011,-17.3744
Eucalyptus cloeziana,144.8381,-15.5528
Eucalyptus cloeziana,144.8591865,-16.90693377
Eucalyptus cloeziana,144.8667,-17.35
Eucalyptus cloeziana,144.9175206,-17.41526489
Eucalyptus cloeziana,145,-17
Eucalyptus cloeziana,145.0586111,-15.47777778
Eucalyptus cloeziana,145.0591851,-17.24026521
Eucalyptus cloeziana,145.1583,-17.4667
Eucalyptus cloeziana,145.1911885,-17.25422729
Eucalyptus cloeziana,145.1942445,-17.43144886
Eucalyptus cloeziana,145.2122,-17.365
Eucalyptus cloeziana,145.2167,-15.7
Eucalyptus cloeziana,145.2258501,-17.30693116
Eucalyptus cloeziana,145.2386283,-17.51943027
Eucalyptus cloeziana,145.25,-15.75
Eucalyptus cloeziana,145.2508501,-17.41526399
Eucalyptus cloeziana,145.2833333,-18.4
Eucalyptus cloeziana,145.2964657,-17.438393
Eucalyptus cloeziana,145.2983,-17.5939
Eucalyptus cloeziana,145.3167,-17.3833
Eucalyptus cloeziana,145.3667,-17.4
Eucalyptus cloeziana,145.3667,-17.3333
Eucalyptus cloeziana,145.3989,-17.1839
Eucalyptus cloeziana,145.4167,-17.3333
Eucalyptus cloeziana,145.4167,-17.25
Eucalyptus cloeziana,145.4175148,-17.41526354
Eucalyptus cloeziana,145.4895196,-17.59172524
Eucalyptus cloeziana,145.9167,-18.2833
Eucalyptus cloeziana,146.0769779,-23.96774323
Eucalyptus cloeziana,146.1258423,-18.25692486
Eucalyptus cloeziana,146.202528,-23.18857724
Eucalyptus cloeziana,146.25,-24.16666667
Eucalyptus cloeziana,146.2591745,-18.37359069
Eucalyptus cloeziana,146.2925073,-18.34025739
Eucalyptus cloeziana,146.2925094,-18.99025493
Eucalyptus cloeziana,146.3333,-19.0833
Eucalyptus cloeziana,146.3675289,-23.76968668
Eucalyptus cloeziana,146.38,-24.28
Eucalyptus cloeziana,146.4247304,-19.10719854
Eucalyptus cloeziana,146.7091954,-24.55690626
Eucalyptus cloeziana,146.7508617,-24.58190604
Eucalyptus cloeziana,147.0833,-24.35
Eucalyptus cloeziana,147.4675845,-24.8653126
Eucalyptus cloeziana,147.5411,-24.8531
Eucalyptus cloeziana,147.6591855,-24.97356804
Eucalyptus cloeziana,147.917502,-22.2485724
Eucalyptus cloeziana,148.1758276,-21.19024119
Eucalyptus cloeziana,148.23,-24.27
Eucalyptus cloeziana,148.2333,-24.2167
Eucalyptus cloeziana,148.3167,-24.6333
Eucalyptus cloeziana,148.3322857,-22.89558919
Eucalyptus cloeziana,148.45,-21.2333
Eucalyptus cloeziana,148.5333,-24.9
Eucalyptus cloeziana,148.5591749,-25.19023029
Eucalyptus cloeziana,148.5841713,-24.58189784
Eucalyptus cloeziana,148.63,-25.17
Eucalyptus cloeziana,148.67,-24.03
Eucalyptus cloeziana,148.7333,-24.0833
Eucalyptus cloeziana,148.7925041,-25.00689619
Eucalyptus cloeziana,148.9166667,-24.58333333
Eucalyptus cloeziana,148.9667,-24.6167
Eucalyptus cloeziana,148.98,-24.15
Eucalyptus cloeziana,149.0166667,-24.63333333
Eucalyptus cloeziana,149.02,-23.87
Eucalyptus cloeziana,149.0333,-24.0833
Eucalyptus cloeziana,149.05,-25.85
Eucalyptus cloeziana,149.05,-24.25
Eucalyptus cloeziana,149.05,-24
Eucalyptus cloeziana,149.067499,-24.648562
Eucalyptus cloeziana,149.08,-23.83
Eucalyptus cloeziana,149.0841597,-23.58189778
Eucalyptus cloeziana,149.0841613,-23.91523035
Eucalyptus cloeziana,149.1167,-23.7417
Eucalyptus cloeziana,149.13,-23.8
Eucalyptus cloeziana,149.1667,-23.8333
Eucalyptus cloeziana,149.1718028,-25.31032336
Eucalyptus cloeziana,149.2508257,-23.91522965
Eucalyptus cloeziana,149.5,-24.95
Eucalyptus cloeziana,149.5841594,-24.9152265
Eucalyptus cloeziana,149.65,-24.95
Eucalyptus cloeziana,149.7,-25.0333
Eucalyptus cloeziana,149.77,-25
Eucalyptus cloeziana,149.9424894,-25.1568908
Eucalyptus cloeziana,149.9667,-24.6167
Eucalyptus cloeziana,149.9833,-25.2167
Eucalyptus cloeziana,150,-25.17
Eucalyptus cloeziana,150,-25.1
Eucalyptus cloeziana,150.2508199,-25.41522229
Eucalyptus cloeziana,150.2797,-25.4858
Eucalyptus cloeziana,150.3,-25.35
Eucalyptus cloeziana,150.3,-25.3
Eucalyptus cloeziana,150.7,-25.38
Eucalyptus cloeziana,150.8676352,-25.91373141
Eucalyptus cloeziana,151.0167,-24.9167
Eucalyptus cloeziana,151.05,-24.55
Eucalyptus cloeziana,151.0833,-24.9167
Eucalyptus cloeziana,151.15,-25.95
Eucalyptus cloeziana,151.22,-25.18
Eucalyptus cloeziana,151.2258094,-25.97355024
Eucalyptus cloeziana,151.250806,-25.41521788
Eucalyptus cloeziana,151.2667,-25.2333
Eucalyptus cloeziana,151.3008737,-25.58195973
Eucalyptus cloeziana,151.3091361,-24.94021867
Eucalyptus cloeziana,151.3333333,-25.16666667
Eucalyptus cloeziana,151.375,-25.29166667
Eucalyptus cloeziana,151.4,-25.2
Eucalyptus cloeziana,151.4174695,-25.24855085
Eucalyptus cloeziana,151.4174703,-25.41521715
Eucalyptus cloeziana,151.4424714,-25.69021648
Eucalyptus cloeziana,151.5002778,-25.5258333
Eucalyptus cloeziana,152.03,-25.58
Eucalyptus cloeziana,152.6666667,-26.18333333
Eucalyptus cloeziana,152.67,-26.33
Eucalyptus cloeziana,152.7,-26.1167
Eucalyptus cloeziana,152.7257889,-26.15687653
Eucalyptus cloeziana,152.73,-26.23138889
Eucalyptus cloeziana,152.7507881,-26.08187658
Eucalyptus cloeziana,152.7757873,-25.99021
Eucalyptus cloeziana,152.8,-26.0667
Eucalyptus cloeziana,152.8424538,-26.14020939
Eucalyptus cloeziana,152.85,-25.95
Eucalyptus cloeziana,152.8575,-27.5386
Eucalyptus cloeziana,152.8591215,-26.37354217
Eucalyptus cloeziana,152.9188421,-26.24270884
Eucalyptus cneorifolia,137.1,-35.83
Eucalyptus cneorifolia,137.25,-35.833333
Eucalyptus cneorifolia,137.3666667,-35.7333333
Eucalyptus cneorifolia,137.3875087,-35.60901795
Eucalyptus cneorifolia,137.3958,-35.8917
Eucalyptus cneorifolia,137.45,-35.8
Eucalyptus cneorifolia,137.45,-35.6167
Eucalyptus cneorifolia,137.5,-35.75
Eucalyptus cneorifolia,137.5,-35.7
Eucalyptus cneorifolia,137.519444,-35.900556
Eucalyptus cneorifolia,137.55,-35.6
Eucalyptus cneorifolia,137.5667,-35.7167
Eucalyptus cneorifolia,137.5719,-35.6433
Eucalyptus cneorifolia,137.6,-35.8667
Eucalyptus cneorifolia,137.6011195,-35.75707211
Eucalyptus cneorifolia,137.666667,-35.8
Eucalyptus cneorifolia,137.666667,-35.666667
Eucalyptus cneorifolia,137.7167,-35.8333
Eucalyptus cneorifolia,137.7167,-35.7667
Eucalyptus cneorifolia,137.783333,-35.816667
Eucalyptus cneorifolia,137.9333,-35.7167
Eucalyptus cneorifolia,137.95,-35.816667
Eucalyptus cneorifolia,138.0177844,-35.91540364
Eucalyptus cneorifolia,138.0333,-35.75
Eucalyptus cneorifolia,138.083333,-35.875
Eucalyptus cneorifolia,138.25,-35.645833
Eucalyptus cneorifolia,138.316667,-35.616667
Eucalyptus cneorifolia,138.3333,-35.5667
Eucalyptus cneorifolia,138.383333,-35.616667
Eucalyptus cneorifolia,138.439444,-35.598611
Eucalyptus cneorifolia,138.5,-35.62
Eucalyptus cneorifolia,138.5333,-35.5667
Eucalyptus cneorifolia,138.5616642,-35.60956329
Eucalyptus cneorifolia,138.7377711,-35.4142837
Eucalyptus cneorifolia,138.8833333,-35.25
Eucalyptus coccifera,145.758791,-41.738129
Eucalyptus coccifera,145.826706,-41.970316
Eucalyptus coccifera,145.858288,-41.551814
Eucalyptus coccifera,145.9167,-41.6167
Eucalyptus coccifera,145.9333,-41.6667
Eucalyptus coccifera,145.9333,-41.5667
Eucalyptus coccifera,145.951038,-41.431953
Eucalyptus coccifera,145.987023,-41.830437
Eucalyptus coccifera,146.012545,-42.127877
Eucalyptus coccifera,146.071572,-42.145483
Eucalyptus coccifera,146.072867,-41.973469
Eucalyptus coccifera,146.1,-42.0833
Eucalyptus coccifera,146.103824,-41.831408
Eucalyptus coccifera,146.109208,-41.703551
Eucalyptus coccifera,146.13438,-42.215291
Eucalyptus coccifera,146.134385,-42.481959
Eucalyptus coccifera,146.17,-42.83
Eucalyptus coccifera,146.194722,-42.146944
Eucalyptus coccifera,146.195964,-41.492521000000004
Eucalyptus coccifera,146.22,-41.8
Eucalyptus coccifera,146.248729,-42.310693
Eucalyptus coccifera,146.251046,-42.26529
Eucalyptus coccifera,146.265066,-42.67824
Eucalyptus coccifera,146.2677,-41.465285
Eucalyptus coccifera,146.280939,-42.538514
Eucalyptus coccifera,146.35,-41.6667
Eucalyptus coccifera,146.35467,-42.629249
Eucalyptus coccifera,146.363083,-42.010639
Eucalyptus coccifera,146.387754,-41.861193
Eucalyptus coccifera,146.4,-42.9667
Eucalyptus coccifera,146.4,-42.47
Eucalyptus coccifera,146.45,-41.67
Eucalyptus coccifera,146.453304,-41.80388
Eucalyptus coccifera,146.467717,-42.715291
Eucalyptus coccifera,146.5,-42.66666667
Eucalyptus coccifera,146.5,-42.2667
Eucalyptus coccifera,146.5177686,-41.81536755
Eucalyptus coccifera,146.55,-42.8833
Eucalyptus coccifera,146.5667,-41.85
Eucalyptus coccifera,146.5688828,-42.0575907
Eucalyptus coccifera,146.58,-42.67
Eucalyptus coccifera,146.617702,-41.88195
Eucalyptus coccifera,146.63,-42.63
Eucalyptus coccifera,146.6333,-41.6333
Eucalyptus coccifera,146.655083,-42.777338
Eucalyptus coccifera,146.6667,-42.6667
Eucalyptus coccifera,146.675,-41.9819
Eucalyptus coccifera,146.6772,-41.7944
Eucalyptus coccifera,146.6833,-41.9167
Eucalyptus coccifera,146.6833,-41.8417
Eucalyptus coccifera,146.701031,-41.731949
Eucalyptus coccifera,146.7333,-43.2
Eucalyptus coccifera,146.7416667,-41.99166667
Eucalyptus coccifera,146.751032,-41.831949
Eucalyptus coccifera,146.7667,-43.25
Eucalyptus coccifera,146.802902,-42.032885
Eucalyptus coccifera,146.814738,-41.70055
Eucalyptus coccifera,146.8333,-41.85
Eucalyptus coccifera,146.834484,-43.346857
Eucalyptus coccifera,146.881605,-41.937522
Eucalyptus coccifera,146.88183,-41.815929
Eucalyptus coccifera,146.8833,-43.2167
Eucalyptus coccifera,146.9,-42.1
Eucalyptus coccifera,146.939601,-41.839391
Eucalyptus coccifera,146.960659,-42.845392
Eucalyptus coccifera,147.051041,-42.681952
Eucalyptus coccifera,147.0677836,-43.19037195
Eucalyptus coccifera,147.117707,-42.715285
Eucalyptus coccifera,147.134378,-43.015287
Eucalyptus coccifera,147.1344327,-42.23203079
Eucalyptus coccifera,147.15103,-42.098614
Eucalyptus coccifera,147.167697,-42.148614
Eucalyptus coccifera,147.1833,-41.9667
Eucalyptus coccifera,147.183333,-42.933333
Eucalyptus coccifera,147.1833333,-43.0833333
Eucalyptus coccifera,147.217708,-42.881952
Eucalyptus coccifera,147.25,-43.0667
Eucalyptus coccifera,147.275058,-42.541579
Eucalyptus coccifera,147.2833,-42.9167
Eucalyptus coccifera,147.367704,-42.78195
Eucalyptus coccifera,147.45103,-42.398613
Eucalyptus coccifera,147.525203,-42.599243
Eucalyptus coccifera,147.6333333,-41.58333333
Eucalyptus coccifera,147.663924,-41.532147
Eucalyptus coccifera,147.784354,-42.198609
Eucalyptus coccifera,147.834349,-41.915274
Eucalyptus coccifera,147.834362,-42.715279
Eucalyptus coccifera,147.8667,-42.25
Eucalyptus coccifera,147.867674,-41.331936
Eucalyptus coccifera,147.9333,-43.1167
Eucalyptus coccifera,147.9502685,-43.0448069
Eucalyptus coccifera,148.034348,-42.048606
Eucalyptus coccifera,148.2833,-42.15
Eucalyptus codonocarpa,151.85,-28.85
Eucalyptus codonocarpa,151.9,-30.05
Eucalyptus codonocarpa,151.9166667,-29.65
Eucalyptus codonocarpa,151.9167,-28.9167
Eucalyptus codonocarpa,151.9333333,-29.96666667
Eucalyptus codonocarpa,151.9463889,-30.0163889
Eucalyptus codonocarpa,151.95,-30.08333333
Eucalyptus codonocarpa,151.9597222,-28.86333333
Eucalyptus codonocarpa,152.0113889,-29.5161111
Eucalyptus codonocarpa,152.0342176,-28.86528681
Eucalyptus codonocarpa,152.08,-29.95
Eucalyptus codonocarpa,152.12,-29.4
Eucalyptus codonocarpa,152.1833,-29.6
Eucalyptus codonocarpa,152.2,-29.78333333
Eucalyptus codonocarpa,152.21733,-30.43361
Eucalyptus codonocarpa,152.25,-29.5
Eucalyptus codonocarpa,152.2767,-29.5419
Eucalyptus codonocarpa,152.32,-29.5
Eucalyptus codonocarpa,152.33,-29.45
Eucalyptus codonocarpa,152.6924687,-28.3235399
Eucalyptus codonocarpa,152.6974457,-28.27657045
Eucalyptus codonocarpa,152.7166667,-28.2
Eucalyptus codonocarpa,152.76294,-28.36713
Eucalyptus codonocarpa,153.08,-28.32
Eucalyptus codonocarpa,153.0841291,-28.24853807
Eucalyptus codonocarpa,153.2069444,-28.22277778
Eucalyptus codonocarpa,153.292459,-28.20687045
Eucalyptus comitae-vallis,115.25,-29.77
Eucalyptus comitae-vallis,115.25,-28.53
Eucalyptus comitae-vallis,115.3613889,-28.62138889
Eucalyptus comitae-vallis,115.4333333,-28.88333333
Eucalyptus comitae-vallis,115.4352778,-29.20194444
Eucalyptus comitae-vallis,115.5,-31
Eucalyptus comitae-vallis,115.5,-28.7
Eucalyptus comitae-vallis,115.5116667,-28.62972222
Eucalyptus comitae-vallis,115.5116667,-28.53972222
Eucalyptus comitae-vallis,115.6333,-28.6333
Eucalyptus comitae-vallis,115.6833333,-28.51666667
Eucalyptus comitae-vallis,115.7423167,-28.66551667
Eucalyptus comitae-vallis,115.7511565,-28.53218599
Eucalyptus comitae-vallis,115.83,-30.13
Eucalyptus comitae-vallis,115.8566433,-28.75022579
Eucalyptus comitae-vallis,115.9167,-30.1167
Eucalyptus comitae-vallis,115.9563889,-30.15638889
Eucalyptus comitae-vallis,115.9661054,-28.62558789
Eucalyptus comitae-vallis,115.9797222,-30.11416667
Eucalyptus comitae-vallis,116.015,-29.9625
Eucalyptus comitae-vallis,116.015,-29.8275
Eucalyptus comitae-vallis,116.0166667,-29.9
Eucalyptus comitae-vallis,116.0666667,-28.93333333
Eucalyptus comitae-vallis,116.07,-30.05
Eucalyptus comitae-vallis,116.083333,-29.95
