range_names,Longitude,Latitude
Eucalyptus eremicola,120.8166667,-28.41666667
Eucalyptus eremicola,121.3,-30.33333333
Eucalyptus eremicola,121.3333333,-30.46666667
Eucalyptus eremicola,121.55,-26.21666667
Eucalyptus eremicola,121.6167,-31.0667
Eucalyptus eremicola,122.1213889,-28.66694444
Eucalyptus eremicola,122.7833333,-28.23333333
Eucalyptus eremicola,122.8947222,-27.99638889
Eucalyptus eremicola,123.2166667,-30.3
Eucalyptus eremicola,123.2916667,-30.32583333
Eucalyptus eremicola,123.2972222,-27.03638889
Eucalyptus eremicola,123.405,-27.01805555
Eucalyptus eremicola,123.6666667,-27.85
Eucalyptus eremicola,124.9416111,-29.76175
Eucalyptus eremicola,125.5,-28.33333333
Eucalyptus eremicola,125.83,-29.33
Eucalyptus eremicola,127.6566667,-29.23333333
Eucalyptus eremicola,127.7183333,-29.23333333
Eucalyptus eremicola,127.8997257,-28.33404503
Eucalyptus eremicola,127.9247222,-29.19638889
Eucalyptus eremicola,129.234399,-28.532015
Eucalyptus eremicola,130.05,-29.97
Eucalyptus eremicola,130.0803,-29.5697
Eucalyptus eremicola,130.3677692,-28.59875195
Eucalyptus eremicola,130.37,-28.97
Eucalyptus eremicola,130.5,-29.8
Eucalyptus eremicola,130.52,-28.77
Eucalyptus eremicola,130.5833333,-31.46666667
Eucalyptus eremicola,130.9667,-28.5667
Eucalyptus eremicola,131.2466636,-29.8559749
Eucalyptus eremicola,131.3,-28.5333
Eucalyptus eremicola,131.584396,-30.165341
Eucalyptus eremicola,132.1,-28.95
Eucalyptus eremicola,132.2,-28.83
Eucalyptus eremicola,119.35,-27.75
Eucalyptus eremicola,120.5167,-27.8167
Eucalyptus eremicola,121.1,-29.83333
Eucalyptus eremicola,122.996389,-29.042222
Eucalyptus eremicola,123.7328818,-29.84545452
Eucalyptus eremicola,124.9844738,-29.59879593
Eucalyptus eremicola,125.8088889,-28.55
Eucalyptus eremicola,125.8177921,-28.2987809
Eucalyptus eremicola,125.8333,-29.25
Eucalyptus eremicola,125.8333,-28.25
Eucalyptus eremicola,125.9329722,-28.244
Eucalyptus eremicola,126.065288,-27.95210995
Eucalyptus eremicola,127.2108333,-29.08416667
Eucalyptus eremicola,127.455472,-28.429972
Eucalyptus eremicola,127.53875,-28.35294444
Eucalyptus eremicola,127.7880555,-27.88209806
Eucalyptus eremicola,128.2637778,-28.84416667
Eucalyptus eremicola,128.6222222,-29.57527778
Eucalyptus eremicola,130.066667,-30.05
Eucalyptus eremicola,130.0938815,-28.53847546
Eucalyptus eremicola,130.1,-29.8333
Eucalyptus eremicola,130.1013934,-29.87931714
Eucalyptus eremicola,130.1991588,-28.53403073
Eucalyptus eremicola,130.2,-29.333333
Eucalyptus eremicola,130.2177782,-29.49875806
Eucalyptus eremicola,130.25,-29.166667
Eucalyptus eremicola,130.2630464,-28.53875233
Eucalyptus eremicola,130.2667,-29.1167
Eucalyptus eremicola,130.333333,-29.133333
Eucalyptus eremicola,130.3344412,-29.24875581
Eucalyptus eremicola,130.4167,-29.05
Eucalyptus eremicola,130.501944,-28.550833
Eucalyptus eremicola,130.616667,-28.629722
Eucalyptus eremicola,130.616667,-28.566667
Eucalyptus eremicola,130.6849889,-28.56486064
Eucalyptus eremicola,131.001089,-27.49874216
Eucalyptus eremicola,131.116667,-28.616667
Eucalyptus eremicola,131.1333,-28.55
Eucalyptus eremicola,131.25,-29.666667
Eucalyptus eremicola,131.3724961,-29.89430823
Eucalyptus eremicola,131.520833,-30.21
Eucalyptus eremicola,131.666667,-30.166667
Eucalyptus eremicola,131.716667,-29.583333
Eucalyptus eremicola,131.75,-29.633333
Eucalyptus eremicola,131.7799821,-28.63707571
Eucalyptus eremicola,131.7833,-28.5667
Eucalyptus eremicola,131.816667,-29.666667
Eucalyptus eremicola,131.8333,-29.8833
Eucalyptus eremicola,131.866667,-30.466667
Eucalyptus eremicola,131.8719255,-28.63735309
Eucalyptus eremicola,131.9667,-29.9833
Eucalyptus eremicola,132.016667,-28.35
Eucalyptus eremicola,132.05,-27.533333
Eucalyptus eremicola,132.15,-30.5
Eucalyptus eremicola,132.166667,-28.583333
Eucalyptus eremicola,132.1677564,-28.51540653
Eucalyptus eremicola,132.1991494,-29.00735277
Eucalyptus eremicola,132.2,-28.9333
Eucalyptus eremicola,132.487475,-28.38234778
Eucalyptus eremicola,132.6613818,-30.51930257
Eucalyptus eremicola,132.7510922,-29.33207266
Eucalyptus eremicola,133.008333,-29.583333
Eucalyptus eremicola,133.014149,-29.63012837
Eucalyptus eremicola,133.0177612,-29.76540703
Eucalyptus eremicola,133.736944,-30.9
Eucalyptus eremicola,134.069722,-30.914444
Eucalyptus eremicola,116.8167,-27.4167
Eucalyptus eremicola,117.6,-26.9333
Eucalyptus eremicola,117.65,-27.05
Eucalyptus eremicola,118.8833,-26.1833
Eucalyptus eremicola,119.0833333,-26.46666667
Eucalyptus eremicola,119.22,-26.1
Eucalyptus eremicola,119.3,-26.15
Eucalyptus eremicola,119.3333,-26.4333
Eucalyptus eremicola,119.5,-26.4667
Eucalyptus eremicola,119.65,-26.45
Eucalyptus eremicola,119.6672222,-26.59
Eucalyptus eremicola,119.7333,-26.6
Eucalyptus eremicola,119.75,-26.48
Eucalyptus eremicola,119.75,-25.65
Eucalyptus eremicola,119.7698602,-26.85121287
Eucalyptus eremicola,120,-25.8167
Eucalyptus eremicola,120.05,-26.5833
Eucalyptus eremicola,120.1327541,-24.3700545
Eucalyptus eremicola,120.1776578,-26.56099807
Eucalyptus eremicola,120.2,-26.7
Eucalyptus eremicola,120.2247222,-26.5
Eucalyptus eremicola,120.2846974,-24.34866403
Eucalyptus eremicola,120.2966531,-25.29394843
Eucalyptus eremicola,120.3333,-26.6167
Eucalyptus eremicola,120.3333333,-26.68333333
Eucalyptus eremicola,120.3833333,-26.75
Eucalyptus eremicola,120.3914,-24.4694
Eucalyptus eremicola,120.4222222,-24.1141667
Eucalyptus eremicola,120.449444,-24.455556
Eucalyptus eremicola,120.4667,-26.95
Eucalyptus eremicola,120.5,-26.4333
Eucalyptus eremicola,120.52,-27.43
Eucalyptus eremicola,120.6011411,-27.84881309
Eucalyptus eremicola,120.6833333,-27.43333333
Eucalyptus eremicola,120.7058152,-25.0325537
Eucalyptus eremicola,120.8033423,-25.29351431
Eucalyptus eremicola,120.8488889,-26.46583333
Eucalyptus eremicola,121.0147072,-28.06514684
Eucalyptus eremicola,121.2,-28.75
Eucalyptus eremicola,121.2366856,-28.17201656
Eucalyptus eremicola,121.25,-26.17
Eucalyptus eremicola,121.42,-26.57
Eucalyptus eremicola,121.4939087,-26.15635959
Eucalyptus eremicola,121.6177943,-26.54879633
Eucalyptus eremicola,121.7213743,-25.68865957
Eucalyptus eremicola,122.0333,-28.7833
Eucalyptus eremicola,122.3280606,-27.48144424
Eucalyptus eremicola,122.9547222,-28.43222222
Eucalyptus eremicola,123.6169645,-27.91712616
Eucalyptus eremicola,123.6353,-28.1861
Eucalyptus eremicola,123.75,-27.8333
Eucalyptus eremicola,123.8133,-27.855
Eucalyptus eremicola,123.8566667,-27.89361111
Eucalyptus eremicola,123.9397222,-27.76638889
Eucalyptus eremicola,123.95,-27.83333333
Eucalyptus eremicola,124.085,-28.12333333
Eucalyptus eremicola,124.1436,-27.7122
Eucalyptus eremicola,124.2136306,-28.09990143
Eucalyptus eremicola,124.2333,-27.7
Eucalyptus eremicola,124.306958,-27.48934154
Eucalyptus eremicola,124.3333333,-27.41666667
Eucalyptus eremicola,124.3752907,-27.35628419
Eucalyptus eremicola,124.4164009,-27.28711645
Eucalyptus eremicola,124.4361,-27.2422
Eucalyptus eremicola,124.5,-27.18333333
Eucalyptus eremicola,124.58447,-28.99879435
Eucalyptus eremicola,125.4427778,-27.88111111
Eucalyptus eremicola,125.8333,-28.65
Eucalyptus eremicola,126.5,-26.2333
Eucalyptus eremicola,129.069167,-28.833611
Eucalyptus eremicola,129.1667,-28.5
Eucalyptus eremicola,129.446944,-29.481667
Eucalyptus eremicola,129.5177738,-28.515424200000002
Eucalyptus eremicola,129.7,-28.466667
Eucalyptus eremicola,129.7930493,-28.53069944
Eucalyptus eremicola,129.866667,-27.05
Eucalyptus eremicola,130.1,-30.1667
Eucalyptus eremicola,131,-28.6167
Eucalyptus eremicola,131.1905403,-28.5337461
Eucalyptus eremicola,131.25,-28.55
Eucalyptus eremicola,131.533333,-28.333333
Eucalyptus eremicola,131.666667,-28.483333
Eucalyptus eremicola,131.75,-29.916667
Eucalyptus eremicola,131.8333,-28.55
Eucalyptus eremicola,131.8677875,-31.61542582
Eucalyptus eremicola,132,-28.5667
Eucalyptus eremicola,132,-28.4
Eucalyptus eremicola,132.3333,-30.5
Eucalyptus eremicola,132.5,-30.5
Eucalyptus eremicola,132.5,-28.6833
Eucalyptus eremicola,132.548056,-29.866944
Eucalyptus eremicola,133.0011018,-30.56541138
Eucalyptus eremicola,133.0167,-30.2667
Eucalyptus eremicola,133.083333,-30.333333
Eucalyptus eremicola,133.1333,-30.5333
Eucalyptus eremicola,133.1677651,-30.31540885
Eucalyptus eremicola,133.4052388,-27.46122684
Eucalyptus eremicola,133.5,-30.566667
Eucalyptus eremicola,133.5,-30.37
Eucalyptus eremicola,134.1513651,-29.94178906
Eucalyptus eremicola,134.183333,-30.683333
Eucalyptus eremophila,117.3995346,-32.01015124
Eucalyptus eremophila,117.7675,-32.354444
Eucalyptus eremophila,117.8833,-32.3333
Eucalyptus eremophila,117.9667,-32.7333
Eucalyptus eremophila,118.1,-33.05
Eucalyptus eremophila,118.1155556,-33.4588889
Eucalyptus eremophila,118.15,-31.8667
Eucalyptus eremophila,118.2178599,-32.44887389
Eucalyptus eremophila,118.25,-31.9833
Eucalyptus eremophila,118.2833333,-32.13333333
Eucalyptus eremophila,118.3075,-31.87472222
Eucalyptus eremophila,118.38,-33.5330556
Eucalyptus eremophila,118.4,-33.0833333
Eucalyptus eremophila,118.5408333,-32.4502778
Eucalyptus eremophila,118.5833333,-34.23333333
Eucalyptus eremophila,118.6,-33.5333
Eucalyptus eremophila,118.8,-33.45
Eucalyptus eremophila,118.85,-32.7667
Eucalyptus eremophila,118.8667,-32.3333
Eucalyptus eremophila,118.9514823,-32.31543111
Eucalyptus eremophila,119.02,-33.53
Eucalyptus eremophila,119.2978,-33.5894
Eucalyptus eremophila,119.3,-33.28
Eucalyptus eremophila,119.35,-33.0833
Eucalyptus eremophila,119.4051068,-33.39986382
Eucalyptus eremophila,119.42,-31.25
Eucalyptus eremophila,119.45,-32.7
Eucalyptus eremophila,119.5,-33.1
Eucalyptus eremophila,119.5167,-31.6
Eucalyptus eremophila,119.6,-33.08333333
Eucalyptus eremophila,119.6167,-31.3
Eucalyptus eremophila,119.6333,-32.05
Eucalyptus eremophila,119.6666667,-33.08333333
Eucalyptus eremophila,119.6833,-33.1333
Eucalyptus eremophila,119.6952778,-30.84472222
Eucalyptus eremophila,119.7,-33.9833
Eucalyptus eremophila,119.7,-33.2167
Eucalyptus eremophila,119.7533333,-32.63944444
Eucalyptus eremophila,119.78,-32.4
Eucalyptus eremophila,119.7892482,-32.70858556
Eucalyptus eremophila,119.8166667,-31.28333333
Eucalyptus eremophila,119.85,-32.56666667
Eucalyptus eremophila,119.8514536,-31.22662648
Eucalyptus eremophila,119.8833333,-31.28333333
Eucalyptus eremophila,119.95,-33.17
Eucalyptus eremophila,119.9730556,-33.24333333
Eucalyptus eremophila,120,-33.8333
Eucalyptus eremophila,120,-33.4667
Eucalyptus eremophila,120,-31.75
Eucalyptus eremophila,120.0333,-33.5333
Eucalyptus eremophila,120.1166667,-32.03333333
Eucalyptus eremophila,120.1706,-33.0753
Eucalyptus eremophila,120.2417,-32.9953
Eucalyptus eremophila,120.33,-31.22
Eucalyptus eremophila,120.3339,-32.2006
Eucalyptus eremophila,120.5277778,-32.62222222
Eucalyptus eremophila,120.6166667,-32.61666667
Eucalyptus eremophila,120.6363889,-30.95333333
Eucalyptus eremophila,120.7,-31.1167
Eucalyptus eremophila,120.7508333,-32.02305556
Eucalyptus eremophila,120.7667,-31.0833
Eucalyptus eremophila,120.7797222,-32.65611111
Eucalyptus eremophila,120.78731,-33.52580743
Eucalyptus eremophila,120.7914746,-32.5006713
Eucalyptus eremophila,120.8,-32.2
Eucalyptus eremophila,120.85,-31.85
Eucalyptus eremophila,120.9333333,-30.98333333
Eucalyptus eremophila,120.9667,-30.4667
Eucalyptus eremophila,120.9958333,-32.14777778
Eucalyptus eremophila,121,-33.75
Eucalyptus eremophila,121,-30.96666667
Eucalyptus eremophila,121.0087017,-33.79664228
Eucalyptus eremophila,121.0833,-32.0833
Eucalyptus eremophila,121.098056,-33.256389
Eucalyptus eremophila,121.1333,-32.9167
Eucalyptus eremophila,121.1425,-31.3197
Eucalyptus eremophila,121.1833,-32.8833
Eucalyptus eremophila,121.1833,-31.1833
Eucalyptus eremophila,121.2167,-31.3833
Eucalyptus eremophila,121.233949,-31.16994813
Eucalyptus eremophila,121.2916667,-33.20277778
Eucalyptus eremophila,121.3,-32.5333
Eucalyptus eremophila,121.3002778,-33.08527778
Eucalyptus eremophila,121.32,-32.02
Eucalyptus eremophila,121.3333,-32.7167
Eucalyptus eremophila,121.35,-33.42
Eucalyptus eremophila,121.4167,-32.6667
Eucalyptus eremophila,121.4451144,-32.74856174
Eucalyptus eremophila,121.4614,-31.5847
Eucalyptus eremophila,121.4667,-33.4833
Eucalyptus eremophila,121.5167,-32.65
Eucalyptus eremophila,121.53,-32.6
Eucalyptus eremophila,121.5405556,-33.33444444
Eucalyptus eremophila,121.5867,-32.5786
Eucalyptus eremophila,121.6,-33.425
Eucalyptus eremophila,121.63,-30.9
Eucalyptus eremophila,121.6333,-33
Eucalyptus eremophila,121.6333,-31.4833
Eucalyptus eremophila,121.6333333,-32.46666667
Eucalyptus eremophila,121.64,-32.8625
Eucalyptus eremophila,121.64,-32.67194444
Eucalyptus eremophila,121.65,-31.95
Eucalyptus eremophila,121.6506,-32.245
Eucalyptus eremophila,121.6667,-32.75
Eucalyptus eremophila,121.67,-32.5
Eucalyptus eremophila,121.6811805,-32.18467596
Eucalyptus eremophila,121.6833,-33.45
Eucalyptus eremophila,121.7,-33.1667
Eucalyptus eremophila,121.7,-33.11667
Eucalyptus eremophila,121.72,-33.3
Eucalyptus eremophila,121.7667,-32.4
Eucalyptus eremophila,121.77,-33.32
Eucalyptus eremophila,121.77,-33.23
Eucalyptus eremophila,121.7766667,-32.56083333
Eucalyptus eremophila,121.7778473,-32.19634229
Eucalyptus eremophila,121.8,-33.65
Eucalyptus eremophila,121.8167,-33.4333
Eucalyptus eremophila,121.8586111,-33.34166667
Eucalyptus eremophila,122.0333,-31.4
Eucalyptus eremophila,122.0822222,-33.34111111
Eucalyptus eremophila,122.0833,-32.0833
Eucalyptus eremophila,122.2980556,-31.75138889
Eucalyptus eremophila,122.3666667,-31.95
Eucalyptus eremophila,122.4166667,-32.06666667
Eucalyptus eremophila,122.4833,-32.0833
Eucalyptus eremophila,122.5391667,-32.19638889
Eucalyptus eremophila,122.55,-32.08
Eucalyptus eremophila,122.65,-32.0833
Eucalyptus eremophila,122.6922222,-32.19638889
Eucalyptus eremophila,122.75,-33.15
Eucalyptus eremophila,122.8014528,-32.03383256
Eucalyptus eremophila,122.8883333,-31.94833333
Eucalyptus eremophila,122.9222222,-33.02222222
Eucalyptus eremophila,123.1161111,-33.2791667
Eucalyptus eremophila,123.1532414,-32.45839952
Eucalyptus eremophila,123.1666667,-30.75
Eucalyptus eremophila,123.2167,-32.1667
Eucalyptus eremophila,123.2833333,-32.18333333
Eucalyptus eremophila,123.3666667,-32.23333333
Eucalyptus eremophila,123.378472,-33.329361
Eucalyptus eremophila,123.3833333,-30.4
Eucalyptus eremophila,123.3833333,-30.35
Eucalyptus eremophila,123.4005556,-30.75944444
Eucalyptus eremophila,123.4167,-33.4167
Eucalyptus eremophila,123.43,-32.22
Eucalyptus eremophila,123.45,-32.95
Eucalyptus eremophila,123.45,-31.0167
Eucalyptus eremophila,123.4667,-33.4
Eucalyptus eremophila,123.4667,-32.2833
Eucalyptus eremophila,123.4739518,-32.1849395
Eucalyptus eremophila,123.4750779,-33.48856232
Eucalyptus eremophila,123.5,-30.63333333
Eucalyptus eremophila,123.501143,-32.498754
Eucalyptus eremophila,123.5017173,-31.03159634
Eucalyptus eremophila,123.5333,-30.45
Eucalyptus eremophila,123.5425,-30.4972
Eucalyptus eremophila,123.55,-32.7867
Eucalyptus eremophila,123.55,-30.85
Eucalyptus eremophila,123.554133,-31.281917
Eucalyptus eremophila,123.6167,-31.0333
Eucalyptus eremophila,123.6333333,-32.36666667
Eucalyptus eremophila,123.6833,-32.35
Eucalyptus eremophila,123.7833333,-31.03333333
Eucalyptus eremophila,123.82,-31.4
Eucalyptus eremophila,123.8667,-31.45
Eucalyptus eremophila,123.9666667,-31.21666667
Eucalyptus eremophila,123.978056,-33.508056
Eucalyptus eremophila,124.0166667,-31.2
Eucalyptus eremophila,124.324722,-32.934722
Eucalyptus eremophila,124.5166667,-32.91666667
Eucalyptus eremophila,119.6666667,-32.41666667
Eucalyptus eremophila,119.7833,-33.3
Eucalyptus eremophila,121.1333333,-32.5
Eucalyptus eremophila,121.1733,-33.0522
Eucalyptus eremophila,121.7,-33.2167
Eucalyptus eremophila,123.1747222,-32.11333333
Eucalyptus eremophila,123.2336,-32.9681
Eucalyptus eremophila,118.8666667,-32.45
Eucalyptus eremophila,119.9833333,-32.82583333
Eucalyptus eremophila,119.9833333,-32.71361111
Eucalyptus erosa,147.1167,-24.8333
Eucalyptus erosa,147.8425164,-24.95690056
Eucalyptus erosa,147.8425166,-25.00690049
Eucalyptus erosa,147.8591822,-24.84023398
Eucalyptus erosa,147.8925162,-25.04023355
Eucalyptus erosa,147.9175161,-25.08190004
Eucalyptus erosa,147.95,-25.0167
Eucalyptus erosa,147.95,-24.8333
Eucalyptus erosa,148.0091807,-24.92356652
Eucalyptus erosa,148.0167,-25.7
Eucalyptus erosa,148.02,-25.2
Eucalyptus erosa,148.17,-25.17
Eucalyptus erosa,150.75,-24.3333
Eucalyptus erosa,150.95,-24.3667
Eucalyptus erosa,151,-24.3833
Eucalyptus erythrocorys,113.9333333,-27.08333333
Eucalyptus erythrocorys,113.9350237,-27.02597255
Eucalyptus erythrocorys,113.9583589,-27.17347377
Eucalyptus erythrocorys,114.0441933,-27.25958482
Eucalyptus erythrocorys,114.1391667,-27.45361111
Eucalyptus erythrocorys,114.85,-29.07
Eucalyptus erythrocorys,114.92,-29.25
Eucalyptus erythrocorys,114.9333,-29.15
Eucalyptus erythrocorys,114.9580556,-30.07333333
Eucalyptus erythrocorys,115,-29.3
Eucalyptus erythrocorys,115.0166667,-29.36666667
Eucalyptus erythrocorys,115.0167,-29.45
Eucalyptus erythrocorys,115.03,-29.53
Eucalyptus erythrocorys,115.0303,-29.8689
Eucalyptus erythrocorys,115.0505556,-30.04777778
Eucalyptus erythrocorys,115.0666667,-30.36116667
Eucalyptus erythrocorys,115.0666667,-29.98333333
Eucalyptus erythrocorys,115.0667,-29.25
Eucalyptus erythrocorys,115.088056,-29.871389
Eucalyptus erythrocorys,115.0988889,-29.53
Eucalyptus erythrocorys,115.120806,-29.593139
Eucalyptus erythrocorys,115.150389,-29.708583
Eucalyptus erythrocorys,115.17,-29.87
Eucalyptus erythrocorys,115.7,-29.53333333
Eucalyptus erythronema,116.7681387,-30.9654473
Eucalyptus erythronema,117.1389679,-32.00332202
Eucalyptus erythronema,117.6333333,-32.16666667
Eucalyptus erythronema,117.936111,-32.2175
Eucalyptus erythronema,118.15,-31.8666667
Eucalyptus erythronema,118.2,-31.5
Eucalyptus erythronema,118.4,-31.45
Eucalyptus erythronema,117.3241667,-31.76444444
Eucalyptus erythronema,117.3252778,-31.71583333
Eucalyptus erythronema,117.4061111,-31.75872222
Eucalyptus erythronema,117.4123889,-32.23972222
Eucalyptus erythronema,117.4960305,-31.77303649
Eucalyptus erythronema,117.5924167,-31.26352778
Eucalyptus erythronema,117.676193,-31.55186538
Eucalyptus erythronema,117.7333333,-31.41666667
Eucalyptus erythronema,117.7711963,-31.77431101
Eucalyptus erythronema,117.7803,-31.4461
Eucalyptus erythronema,117.8647222,-32.32972222
Eucalyptus erythronema,117.8747222,-31.40722222
Eucalyptus erythronema,117.888419,-31.82708794
Eucalyptus erythronema,117.9330556,-32.125
Eucalyptus erythronema,117.956273,-31.39691604
Eucalyptus erythronema,117.9669444,-31.67333333
Eucalyptus erythronema,118.0333333,-32.46666667
Eucalyptus erythronema,118.1100833,-30.77980556
Eucalyptus erythronema,118.1553524,-31.18735603
Eucalyptus erythronema,118.1670556,-30.83252778
Eucalyptus erythronema,118.2,-31.78333333
Eucalyptus erythronema,118.2163889,-32.62683333
Eucalyptus erythronema,118.2511828,-31.54886433
Eucalyptus erythronema,118.2666667,-31.48333333
Eucalyptus erythronema,118.28,-31.41583333
Eucalyptus erythronema,118.3075,-31.87472222
Eucalyptus erythronema,118.3277305,-32.27278178
Eucalyptus erythronema,118.3333,-32.1667
Eucalyptus erythronema,118.3667,-31.6333
Eucalyptus erythronema,118.4120475,-31.28635403
Eucalyptus erythronema,118.4166667,-32.36666667
Eucalyptus erythronema,118.4305556,-32.14722222
Eucalyptus erythronema,118.4396111,-30.89791667
Eucalyptus erythronema,118.4833333,-31.4
Eucalyptus erythronema,118.4833333,-31.35
Eucalyptus erythronema,118.5956481,-32.38597418
Eucalyptus erythronema,118.5977778,-31.38333333
Eucalyptus erythronema,118.685833,-31.398333
Eucalyptus erythronema,118.6992,-31.3083
Eucalyptus erythronema,118.75,-31.38333333
Eucalyptus erythronema,118.7652778,-32.5
Eucalyptus erythronema,119.0008333,-31.33305556
Eucalyptus erythronema,119.1108333,-31.13805556
Eucalyptus erythronema,117.1,-31.9
Eucalyptus erythronema,117.1,-31.3
Eucalyptus erythronema,117.1,-30.8
Eucalyptus erythronema,117.3,-32.1
Eucalyptus erythronema,117.4,-32.3
Eucalyptus erythronema,117.4,-31.6
Eucalyptus erythronema,117.5,-31.9
Eucalyptus erythronema,117.5,-31.7
Eucalyptus erythronema,117.5,-31.6
Eucalyptus erythronema,117.6,-32.4
Eucalyptus erythronema,117.6,-32
Eucalyptus erythronema,117.6,-31.7
Eucalyptus erythronema,117.6,-31.6
Eucalyptus erythronema,117.6,-31.2
Eucalyptus erythronema,117.7,-32.4
Eucalyptus erythronema,117.7,-31.5
Eucalyptus erythronema,117.9,-31.7
Eucalyptus erythronema,118,-32.7
Eucalyptus erythronema,118,-32.3
Eucalyptus erythronema,118.1,-32.8
Eucalyptus erythronema,118.1,-32.7
Eucalyptus erythronema,118.1,-32.4
Eucalyptus erythronema,118.1,-32.3
Eucalyptus erythronema,118.2,-32.7
Eucalyptus erythronema,118.3,-32.6
Eucalyptus erythronema,118.3,-32.5
Eucalyptus erythronema,118.4,-32.3
Eucalyptus eudesmioides,113.465303,-25.92717587
Eucalyptus eudesmioides,113.5333333,-23.83333333
Eucalyptus eudesmioides,113.5472,-23.8833
Eucalyptus eudesmioides,113.5833,-26.7333
Eucalyptus eudesmioides,113.6580556,-24.87972222
Eucalyptus eudesmioides,113.8,-26.88
Eucalyptus eudesmioides,113.83,-26.83
Eucalyptus eudesmioides,114.138089,-27.77403343
Eucalyptus eudesmioides,114.15,-27.43
Eucalyptus eudesmioides,114.1580556,-27.71
Eucalyptus eudesmioides,114.1667,-27.5
Eucalyptus eudesmioides,114.2130556,-27.69277778
Eucalyptus eudesmioides,114.2333333,-25.66666667
Eucalyptus eudesmioides,114.25,-25.81666667
Eucalyptus eudesmioides,114.3167,-27.4667
Eucalyptus eudesmioides,114.35,-27.68333333
Eucalyptus eudesmioides,114.37,-27.47
Eucalyptus eudesmioides,114.45,-28.26666667
Eucalyptus eudesmioides,114.45,-26.41666667
Eucalyptus eudesmioides,114.459191,-27.13096803
Eucalyptus eudesmioides,114.4666667,-26.46666667
Eucalyptus eudesmioides,114.5,-27
Eucalyptus eudesmioides,114.55,-28.38333333
Eucalyptus eudesmioides,114.5744675,-27.04596598
Eucalyptus eudesmioides,114.6,-27.3
Eucalyptus eudesmioides,114.6163889,-28.6975
Eucalyptus eudesmioides,114.6163889,-28.23027778
Eucalyptus eudesmioides,114.6167,-28.1167
Eucalyptus eudesmioides,114.6177306,-27.08395
Eucalyptus eudesmioides,114.6297562,-27.12912497
Eucalyptus eudesmioides,114.6333,-28.35
Eucalyptus eudesmioides,114.6333,-26.9
Eucalyptus eudesmioides,114.6333333,-28.55
Eucalyptus eudesmioides,114.6353,-27.3644
Eucalyptus eudesmioides,114.65,-26.95
Eucalyptus eudesmioides,114.68,-28
Eucalyptus eudesmioides,114.68,-27.77
Eucalyptus eudesmioides,114.6833333,-28.41666667
Eucalyptus eudesmioides,114.683389,-27.616806
Eucalyptus eudesmioides,114.7,-28.55
Eucalyptus eudesmioides,114.7333333,-28.75
Eucalyptus eudesmioides,114.7425,-27.5833
Eucalyptus eudesmioides,114.75,-28.95
Eucalyptus eudesmioides,114.7597562,-27.87652773
Eucalyptus eudesmioides,114.8,-29.01666667
Eucalyptus eudesmioides,114.8544444,-28.93305556
Eucalyptus eudesmioides,114.9,-28.35
Eucalyptus eudesmioides,114.9175335,-27.8612481
Eucalyptus eudesmioides,114.9333,-28.7167
Eucalyptus eudesmioides,115,-28.33333333
Eucalyptus eudesmioides,115.0333333,-28.7
Eucalyptus eudesmioides,115.0833,-28.7167
Eucalyptus eudesmioides,115.1166667,-29.05
Eucalyptus eudesmioides,115.1383333,-28.76972222
Eucalyptus eudesmioides,115.15,-28.93333333
Eucalyptus eudesmioides,115.15,-28.7
Eucalyptus eudesmioides,115.1766667,-28.42638889
Eucalyptus eudesmioides,115.1808333,-28.47583333
Eucalyptus eudesmioides,115.1833333,-28.33333333
Eucalyptus eudesmioides,115.2034167,-27.54369444
Eucalyptus eudesmioides,115.2166667,-28.68333333
Eucalyptus eudesmioides,115.2288889,-28.44361111
Eucalyptus eudesmioides,115.25,-29.9
Eucalyptus eudesmioides,115.25,-27.52
Eucalyptus eudesmioides,115.265,-28.66527778
Eucalyptus eudesmioides,115.2833333,-28.46666667
Eucalyptus eudesmioides,115.3,-28.38333333
Eucalyptus eudesmioides,115.3333,-28.6667
Eucalyptus eudesmioides,115.3389863,-28.99698672
Eucalyptus eudesmioides,115.3978,-28.3339
Eucalyptus eudesmioides,115.4333,-28.6167
Eucalyptus eudesmioides,115.4333333,-28.96666667
Eucalyptus eudesmioides,115.4472127,-28.82564083
Eucalyptus eudesmioides,115.45,-29.16666667
Eucalyptus eudesmioides,115.4833333,-28.6
Eucalyptus eudesmioides,115.5166667,-28.55
Eucalyptus eudesmioides,115.5333333,-28.96666667
Eucalyptus eudesmioides,115.5666667,-29.3
Eucalyptus eudesmioides,115.58,-28.6
Eucalyptus eudesmioides,115.5833,-29.1667
Eucalyptus eudesmioides,115.6,-29.5333
Eucalyptus eudesmioides,115.6166667,-29.43333333
Eucalyptus eudesmioides,115.65,-29.6
Eucalyptus eudesmioides,115.68,-29.48
Eucalyptus eudesmioides,115.6833333,-29.66666667
Eucalyptus eudesmioides,115.7,-29.26666667
Eucalyptus eudesmioides,115.7130556,-29.19583333
Eucalyptus eudesmioides,115.8,-29.6167
Eucalyptus eudesmioides,115.8511111,-28.71222222
Eucalyptus eudesmioides,115.8663889,-29.26083333
Eucalyptus eudesmioides,115.8666796,-29.62633933
Eucalyptus eudesmioides,115.8667,-29.7833
Eucalyptus eudesmioides,115.8733333,-29.01444444
Eucalyptus eudesmioides,115.88,-29.73
Eucalyptus eudesmioides,115.9148216,-29.19600337
Eucalyptus eudesmioides,115.92,-30.28
Eucalyptus eudesmioides,115.92,-29.8
